0,1,2,3
6362,16239448,7,Warehouse (1)
4731,16249314,3,Commercial only
4732,16249314,5,1936
4733,16249314,14,"1,635 sqft"
4734,16249314,1,"2,386 sqft"
4735,16249314,7,Commercial (1)
5557,16260884,3,Commercial and office space
5558,16260884,14,"1,400 sqft"
5559,16260884,7,Office (1)
10156,16266310,3,Commercial only
10157,16266310,5,"2017, New"
10158,16266310,14,"1,620 sqft"
10159,16266310,7,Office (1)
1762,16278903,3,Commercial and residential
1763,16278903,14,925 sqft
1764,16278903,7,Commercial (1)
5740,16296067,3,Commercial and office space
5741,16296067,14,"2,000 sqft"
5742,16296067,7,Office (1)
5743,16296067,15,Other
1867,16313879,3,Commercial and office space
1868,16313879,14,"1,400 sqft"
1869,16313879,12,"1,400 sqft"
1870,16313879,7,Commercial (1)
1871,16313879,15,"Boutique, Travel agency, Gift shop, Shopping centre, Health centre, Accounting, Shoe repair shop, Convenience store, Massotherapy, Hairdresser, Beauty salon, Hairdresser - Men's, Pet grooming, Variety store"
5346,16316082,3,Commercial only
5347,16316082,14,"2,298 sqft"
5348,16316082,7,Commercial (1)
7529,16322123,3,Commercial and office space
7530,16322123,14,"1,419 sqft"
7531,16322123,7,Commercial (1)
516,16325457,3,Offices only
517,16325457,5,Unknown age
518,16325457,14,"1,380 sqft"
519,16325457,12,"1,380 sqft"
520,16325457,7,Office (1)
3636,16346985,3,Offices only
3637,16346985,5,2017
3638,16346985,14,5 sqft
3639,16346985,12,"3,380 sqft"
3640,16346985,1,"19,427 sqft"
3641,16346985,7,Office (1)
5692,16353573,3,Commercial only
5693,16353573,5,1965
5694,16353573,14,"1,100 sqft"
5695,16353573,7,Commercial (1)
5098,16380906,3,Commercial and office space
5099,16380906,14,329 sqft
5100,16380906,7,Commercial (1)
4337,16381005,3,Offices only
4338,16381005,14,"From 680 sqft to 1,727 sqft"
4339,16381005,7,Office (2)
9783,16417648,3,Offices only
9784,16417648,14,"From 875 sqft to 1,875 sqft"
9785,16417648,7,Office (2)
9786,16417648,15,Shopping centre
3071,16419235,3,Commercial and office space
3072,16419235,14,"8,139 sqft"
3073,16419235,7,Commercial (1)
4321,16431939,3,Commercial and office space
4322,16431939,5,Unknown age
4323,16431939,14,"7,100 sqft"
4324,16431939,12,"7,100 sqft"
4325,16431939,7,Commercial (1)
237,16439503,15,Fast food
2944,16441103,3,Industrial and offices
2945,16441103,5,Unknown age
2946,16441103,14,"14,815 sqft"
2947,16441103,12,"14,813 sqft"
2948,16441103,7,Warehouse (1)
8147,16443575,3,Commercial and office space
8148,16443575,14,"1,200 sqft"
8149,16443575,7,Commercial (1)
4196,16446258,3,Commercial only
4197,16446258,14,"9,000 sqft"
4198,16446258,12,"9,000 sqft"
4199,16446258,7,Commercial (1)
4200,16446258,15,Restaurant
6248,16448689,3,Commercial and office space
6249,16448689,14,"3,630 sqft"
6250,16448689,7,Commercial (1)
649,16452570,3,Commercial and residential
650,16452570,14,623 sqft
651,16452570,1,"2,150 sqft"
652,16452570,7,Commercial (1)
653,16452570,15,Daycare centre
316,16454149,3,Industrial only
317,16454149,14,"3,200 sqft"
318,16454149,7,Industrial (1)
5399,16457625,3,Commercial only
5400,16457625,5,1926
5401,16457625,14,"1,421 sqft"
5402,16457625,7,Commercial (1)
6058,16463277,3,Industrial only
6059,16463277,5,2011
6060,16463277,14,"6,000 sqft"
6061,16463277,12,"6,000 sqft"
6062,16463277,1,"27,449 sqft"
6063,16463277,7,Industrial (1)
6064,16463277,15,Road transport
1556,16463641,3,Offices only
1557,16463641,14,"1,400 sqft"
1558,16463641,7,Office (1)
8601,16464808,3,Commercial only
8602,16464808,5,1984
8603,16464808,14,"From 800 sqft to 4,105 sqft"
8604,16464808,7,Commercial (3)
8605,16464808,15,Bar
1959,16472420,3,Offices only
1960,16472420,14,"From 81 sqft to 23,926 sqft"
1961,16472420,7,Office (5)
9430,16479310,3,Commercial only
9431,16479310,14,"9,000 sqft"
9432,16479310,7,Commercial (1)
304,16495608,3,Offices only
305,16495608,14,"From 740 sqft to 1,624 sqft"
306,16495608,7,Office (2)
9451,16501758,3,Commercial only
9452,16501758,14,450 sqft
9453,16501758,1,"43,708 sqft"
9454,16501758,7,Commercial (1)
6223,16506823,3,Commercial only
6224,16506823,5,1977
6225,16506823,14,"3,000 sqft"
6226,16506823,1,"35,858 sqft"
6227,16506823,7,Commercial (1)
8000,16520353,3,Commercial and office space
8001,16520353,5,1984
8002,16520353,14,"1,231 sqft"
8003,16520353,7,Commercial (1)
8004,16520353,15,Boutique
5260,16526602,3,Commercial only
5261,16526602,5,1987
5262,16526602,14,"3,800 sqft"
5263,16526602,12,"3,800 sqft"
5264,16526602,1,"14,886 sqft"
5265,16526602,7,Commercial (1)
5266,16526602,15,Boutique
1168,16534935,3,Commercial and office space
1169,16534935,5,Unknown age
1170,16534935,14,"2,000 sqft"
1171,16534935,7,Commercial (1)
1833,16543471,3,Commercial and office space
1834,16543471,5,1964
1835,16543471,14,800 sqft
1836,16543471,7,Office (1)
3617,16546422,3,Commercial only
3618,16546422,5,2013
3619,16546422,14,"3,136 sqft"
3620,16546422,12,"39,160 sqft"
3621,16546422,1,"115,292 sqft"
3622,16546422,7,Commercial (1)
3750,16554464,3,Commercial only
3751,16554464,5,1910
3752,16554464,14,"4,000 sqft"
3753,16554464,7,Commercial (1)
3079,16564257,3,Commercial only
3080,16564257,5,"To be built, New"
3081,16564257,14,"2,500 sqft"
3082,16564257,7,Commercial (1)
3559,16565656,3,Commercial and office space
3560,16565656,5,1982
3561,16565656,14,From 265 sqft to 925 sqft
3562,16565656,7,Office (3)
8815,16569107,3,Commercial and residential
8816,16569107,5,"To be built, New"
8817,16569107,14,"4,000 sqft"
8818,16569107,7,Office (1)
7794,16570576,3,Commercial and office space
7795,16570576,5,2010
7796,16570576,14,"1,416 sqft"
7797,16570576,1,"27,997 sqft"
7798,16570576,7,Commercial (1)
7799,16570576,15,Medical / Professional
1966,16585630,3,Offices only
1967,16585630,5,1928
1968,16585630,14,"2,465 sqft"
1969,16585630,7,Office (1)
10058,16599920,3,Commercial only
10059,16599920,5,2008
10060,16599920,14,"6,400 sqft"
10061,16599920,12,"6,400 sqft"
10062,16599920,1,"49,487 sqft"
10063,16599920,7,Commercial (1)
10064,16599920,15,Other
10359,16612462,1,Residential only
10360,16612462,1,Semi-detached
10361,16612462,1,1926
10362,16612462,1,Residential (15)
10363,16612462,1,1 x 4 ½
10364,16612462,1,"$69,840"
4878,16624640,3,Commercial only
4879,16624640,14,500 sqft
4880,16624640,7,Commercial (1)
7835,16624691,3,Commercial and industrial
7836,16624691,5,2008
7837,16624691,14,"4,050 sqft"
7838,16624691,1,"196,818 sqft"
7839,16624691,7,Commercial (1)
7840,16624691,15,Health centre
7900,16628440,3,Offices only
7901,16628440,5,2017
7902,16628440,14,152 sqft
7903,16628440,7,Office (1)
6243,16629020,3,Commercial and office space
6244,16629020,5,1953
6245,16629020,14,460 sqft
6246,16629020,7,Commercial (1)
6247,16629020,15,Other
1811,16648557,3,Commercial and office space
1812,16648557,5,1956
1813,16648557,14,600 sqft
1814,16648557,7,Commercial (1)
8999,16695896,3,Offices only
9000,16695896,5,"To be built, New"
9001,16695896,14,"From 4,500 sqft to 22,500 sqft"
9002,16695896,12,"27,632 sqft"
9003,16695896,1,"44,616 sqft"
9004,16695896,7,Office (3)
9799,16699924,3,Commercial and industrial
9800,16699924,5,"2014, New"
9801,16699924,14,"From 3,052 sqft to 13,474 sqft"
9802,16699924,7,"Commercial (2), Industrial (2)"
8502,16700353,3,Commercial and office space
8503,16700353,5,2015
8504,16700353,14,150 sqft
8505,16700353,7,Office (1)
9433,16717476,3,Commercial and office space
9434,16717476,5,1960
9435,16717476,14,"6,058 sqft"
9436,16717476,12,"18,152 sqft"
9437,16717476,1,"83,288 sqft"
9438,16717476,7,Commercial (1)
8069,16718229,3,Offices only
8070,16718229,14,140 sqft
8071,16718229,7,Industrial (1)
838,16729313,3,Offices only
839,16729313,14,341 sqft
840,16729313,12,341 sqft
841,16729313,7,Office (1)
4916,16730316,3,Commercial and office space
4917,16730316,5,1978
4918,16730316,14,"1,940 sqft"
4919,16730316,12,"12,174 sqft"
4920,16730316,1,"30,150 sqft"
4921,16730316,7,Office (1)
3984,16740537,3,Commercial and industrial
3985,16740537,14,"7,300 sqft"
3986,16740537,7,Industrial (1)
3633,16741730,3,Commercial and office space
3634,16741730,14,"From 702 sqft to 8,759 sqft"
3635,16741730,7,Office (4)
4754,16744410,3,Commercial and office space
4755,16744410,5,2010
4756,16744410,14,"1,429 sqft"
4757,16744410,7,Commercial (1)
4758,16744410,15,Office or shop
4010,16768718,3,Commercial and residential
4011,16768718,5,Unknown age
4012,16768718,14,"6,000 sqft"
4013,16768718,7,Commercial (1)
3397,16792835,3,Commercial and office space
3398,16792835,14,"12,000 sqft"
3399,16792835,7,Commercial (1)
3400,16792835,15,Retail
7037,16798215,3,Offices only
7038,16798215,5,1930
7039,16798215,14,875 sqft
7040,16798215,7,Office (1)
4114,16802331,3,Commercial and office space
4115,16802331,5,Unknown age
4116,16802331,14,"2,500 sqft"
4117,16802331,12,"2,500 sqft"
4118,16802331,7,Commercial (1)
4119,16802331,15,Bar
1178,16818143,3,Commercial and industrial
1179,16818143,14,"40,000 sqft"
1180,16818143,7,Industrial (1)
8207,16854911,3,Commercial and industrial
8208,16854911,14,"5,000 sqft"
8209,16854911,7,Industrial (1)
2851,16861474,3,Offices only
2852,16861474,14,186 sqft
2853,16861474,7,Office (1)
5031,16888995,3,Offices only
5032,16888995,14,"3,500 sqft"
5033,16888995,7,Office (1)
5664,16893590,3,Offices only
5665,16893590,14,375 sqft
5666,16893590,12,375 sqft
5667,16893590,7,Office (1)
6851,16905900,3,Commercial only
6852,16905900,5,1990
6853,16905900,14,"1,900 sqft"
6854,16905900,12,"1,900 sqft"
6855,16905900,7,Commercial (1)
6856,16905900,15,Pharmacy
1406,16915870,3,Commercial and office space
1407,16915870,5,2003
1408,16915870,14,"3,500 sqft"
1409,16915870,12,"3,500 sqft"
1410,16915870,7,Commercial (1)
7702,16920446,3,Commercial and office space
7703,16920446,5,"To be built, New"
7704,16920446,14,855 sqft
7705,16920446,7,Commercial (1)
9529,16929103,3,Commercial and office space
9530,16929103,14,"From 1,500 sqft to 3,000 sqft"
9531,16929103,7,"Commercial (1), Office (1)"
9532,16929103,15,"Pet shop, Butcher shop, Bakery, Boutique, Grocery store, Florist, Fruits and vegetables, Pharmacy, Restaurant, Beauty salon"
1433,16943466,3,Commercial and office space
1434,16943466,14,"1,235 sqft"
1435,16943466,7,Commercial (1)
2656,16946189,3,Commercial and office space
2657,16946189,14,"1,505 sqft"
2658,16946189,7,Commercial (1)
2659,16946189,15,Grocery store
4431,16954703,3,Offices only
4432,16954703,5,1954
4433,16954703,14,"4,000 sqft"
4434,16954703,12,"4,961 sqft"
4435,16954703,7,Office (1)
4436,16954703,15,Other
10405,16960996,1,"4,634,784 sqft"
10406,16960996,1,Residential
8858,16962741,3,Commercial and industrial
8859,16962741,5,1984
8860,16962741,14,"From 1,255 sqft to 8,178 sqft"
8861,16962741,12,"8,178 sqft"
8862,16962741,1,"33,800 sqft"
8863,16962741,7,Industrial (4)
8864,16962741,15,Other
2170,16964968,3,Commercial only
2171,16964968,14,"4,000 sqft"
2172,16964968,7,Commercial (1)
3100,16971953,3,Commercial and industrial
3101,16971953,5,2016
3102,16971953,14,"4,500 sqft"
3103,16971953,12,"4,500 sqft"
3104,16971953,7,Commercial (1)
3105,16971953,15,Other
3454,16974803,3,Industrial and offices
3455,16974803,5,1980
3456,16974803,14,"10,000 sqft"
3457,16974803,12,"10,000 sqft"
3458,16974803,1,"117,412 sqft"
3459,16974803,7,Industrial (1)
3460,16974803,15,Other
5059,16981004,3,Commercial and office space
5060,16981004,5,2010
5061,16981004,14,170 sqft
5062,16981004,1,"8,389 sqft"
5063,16981004,7,Office (1)
5064,16981004,15,"Health centre, Other, Home care, Massotherapy, Accounting"
8357,16988556,3,Commercial and office space
8358,16988556,5,1955
8359,16988556,14,"3,300 sqft"
8360,16988556,1,"3,102 sqft"
8361,16988556,7,Commercial (1)
8362,16988556,15,Office
8895,16988710,3,Offices only
8896,16988710,5,2017
8897,16988710,14,"3,000 sqft"
8898,16988710,7,Commercial (1)
8936,16991748,1,"78,161 sqft"
8937,16991748,2,Commercial
2111,16996267,3,Offices only
2112,16996267,14,100 sqft
2113,16996267,7,Office (1)
573,17006549,3,Offices only
574,17006549,14,"2,565 sqft"
575,17006549,12,"2,565 sqft"
576,17006549,7,Office (1)
9475,17012677,3,Commercial and office space
9476,17012677,14,"From 1,275 sqft to 2,855 sqft"
9477,17012677,12,"2,855 sqft"
9478,17012677,7,Commercial (2)
2054,17033825,3,Commercial only
2055,17033825,14,"5,000 sqft"
2056,17033825,12,"5,000 sqft"
2057,17033825,7,Commercial (1)
9645,17039670,3,Commercial and industrial
9646,17039670,5,"To be built, New"
9647,17039670,14,"3,000 sqft"
9648,17039670,12,"3,000 sqft"
9649,17039670,7,Industrial (1)
599,17043949,3,Offices only
600,17043949,5,1987
601,17043949,14,400 sqft
602,17043949,7,Office (1)
5107,17047050,3,Commercial and office space
5108,17047050,5,1964
5109,17047050,14,"10,966 sqft"
5110,17047050,1,"9,086 sqft"
5111,17047050,7,Commercial (1)
5112,17047050,15,Vacant
4444,17059056,3,Commercial and office space
4445,17059056,14,"5,000 sqft"
4446,17059056,7,Commercial (1)
8945,17059209,3,Commercial only
8946,17059209,14,"2,880 sqft"
8947,17059209,7,Commercial (1)
8948,17059209,15,Auto parts
503,17061915,3,Commercial and office space
504,17061915,5,Unknown age
505,17061915,14,961 sqft
506,17061915,7,Office (1)
3955,17069130,3,Commercial only
3956,17069130,14,"1,273 sqft"
3957,17069130,7,Commercial (1)
7477,17069850,3,Commercial and office space
7478,17069850,5,"1944, Historic"
7479,17069850,14,"3,256 sqft"
7480,17069850,12,"3,256 sqft"
7481,17069850,7,Commercial (1)
550,17096391,3,Commercial and office space
551,17096391,14,550 sqft
552,17096391,12,550 sqft
553,17096391,7,Commercial (1)
9926,17099620,3,Commercial and office space
9927,17099620,5,1964
9928,17099620,14,"1,500 sqft"
9929,17099620,1,"19,747 sqft"
9930,17099620,7,Office (1)
9931,17099620,15,"Accounting, Auto parts, Beauty salon, Computing equipment, Daycare centre, Electronics, Florist, Hairdresser, Health centre, Jewellery store, Pharmacy, Travel agency"
7316,17102312,3,Commercial and office space
7317,17102312,5,Unknown age
7318,17102312,14,"12,000 sqft"
7319,17102312,12,"11,496 sqft"
7320,17102312,1,"43,039 sqft"
7321,17102312,7,Commercial (1)
2611,17108689,3,Offices only
2612,17108689,5,Unknown age
2613,17108689,14,"4,262 sqft"
2614,17108689,7,Office (1)
4100,17116308,3,Commercial and office space
4101,17116308,14,"1,500 sqft"
4102,17116308,7,Office (1)
7538,17130610,3,Commercial and office space
7539,17130610,5,Unknown age
7540,17130610,14,"5,062 sqft"
7541,17130610,12,"7,488 sqft"
7542,17130610,1,"7,564 sqft"
7543,17130610,7,Commercial (1)
7082,17142487,3,Commercial and office space
7083,17142487,14,"2,000 sqft"
7084,17142487,12,"1,182 sqft"
7085,17142487,7,Commercial (1)
5427,17143030,3,Commercial only
5428,17143030,5,1973
5429,17143030,14,"5,763 sqft"
5430,17143030,12,"5,763 sqft"
5431,17143030,1,"12,535 sqft"
5432,17143030,7,Commercial (1)
5433,17143030,15,"Health centre, Other"
3872,17151107,3,Commercial and office space
3873,17151107,14,"3,003 sqft"
3874,17151107,7,Commercial (1)
3875,17151107,15,Shopping centre
5970,17155129,3,Industrial and offices
5971,17155129,14,240 sqft
5972,17155129,7,Office (1)
3074,17155741,3,Industrial only
3075,17155741,5,Unknown age
3076,17155741,14,"3,076 sqft"
3077,17155741,12,"2,706 sqft"
3078,17155741,7,Industrial (1)
963,17158991,3,Commercial and office space
964,17158991,14,"1,500 sqft"
965,17158991,7,Commercial (1)
8100,17159467,3,Commercial only
8101,17159467,5,1994
8102,17159467,14,"5,520 sqft"
8103,17159467,1,"47,472 sqft"
8104,17159467,7,Commercial (1)
2807,17160788,3,Commercial and residential
2808,17160788,5,"To be built, New"
2809,17160788,14,"1,000 sqft"
2810,17160788,7,Office (1)
6497,17161876,3,Commercial and industrial
6498,17161876,14,"7,500 sqft"
6499,17161876,12,"7,500 sqft"
6500,17161876,7,Commercial (1)
6897,17183736,3,Offices only
6898,17183736,14,508 sqft
6899,17183736,7,Office (1)
8706,17200410,3,Commercial and office space
8707,17200410,5,1967
8708,17200410,14,"19,898 sqft"
8709,17200410,1,"6,450 sqft"
8710,17200410,7,Commercial (1)
6798,17209468,3,Commercial and office space
6799,17209468,5,1966
6800,17209468,14,"8,000 sqft"
6801,17209468,1,"118,604 sqft"
6802,17209468,7,Commercial (1)
3949,17217038,3,Commercial only
3950,17217038,14,"1,200 sqft"
3951,17217038,7,Commercial (1)
8382,17223656,3,Commercial only
8383,17223656,5,1973
8384,17223656,14,"1,000 sqft"
8385,17223656,7,Commercial (1)
5955,17230755,3,Commercial and office space
5956,17230755,14,"1,303 sqft"
5957,17230755,7,Commercial (1)
2134,17238780,3,Offices only
2135,17238780,5,1956
2136,17238780,14,"From 350 sqft to 1,550 sqft"
2137,17238780,1,"18,223 sqft"
2138,17238780,7,Commercial (2)
2139,17238780,15,Health centre
1597,17239785,3,Offices only
1598,17239785,14,"1,000 sqft"
1599,17239785,7,Office (1)
5672,17250203,3,Offices only
5673,17250203,14,950 sqft
5674,17250203,12,950 sqft
5675,17250203,7,Office (1)
5294,17260880,3,Commercial only
5295,17260880,5,1935
5296,17260880,14,"1,814 sqft"
5297,17260880,7,Commercial (1)
5298,17260880,15,Restaurant
2417,17275486,3,Commercial and office space
2418,17275486,5,1912
2419,17275486,14,"8,000 sqft"
2420,17275486,7,"Residential (1), Office (1)"
4027,17293139,3,Commercial and office space
4028,17293139,14,925 sqft
4029,17293139,7,Commercial (1)
4030,17293139,15,Other
5214,17296838,3,Commercial only
5215,17296838,14,"1,100 sqft"
5216,17296838,7,Commercial (1)
5217,17296838,15,Other
2114,17299682,3,Commercial only
2115,17299682,5,1991
2116,17299682,14,120 sqft
2117,17299682,1,"36,167 sqft"
2118,17299682,7,Commercial (1)
2119,17299682,15,"Variety store, Florist, Travel agency, Arts and Crafts, Jewellery store, Accounting, Hairdresser, Office"
8966,17305633,3,Commercial and office space
8967,17305633,14,"3,420 sqft"
8968,17305633,7,Commercial (1)
2992,17306871,3,Commercial only
2993,17306871,5,2011
2994,17306871,14,"2,015 sqft"
2995,17306871,7,Commercial (1)
3064,17309053,3,Commercial only
3065,17309053,14,"1,500 sqft"
3066,17309053,7,Commercial (1)
5604,17312422,3,Commercial and office space
5605,17312422,5,"To be built, New"
5606,17312422,14,"From 1,000 sqft to 11,500 sqft"
5607,17312422,12,"10,000 sqft"
5608,17312422,1,"71,692 sqft"
5609,17312422,7,"Commercial (1), Office (3)"
5610,17312422,15,"Health centre, Dry-cleaning, Medical specialist"
3322,17315323,3,Commercial and office space
3323,17315323,14,"4,327 sqft"
3324,17315323,7,Commercial (1)
7569,17317784,3,Offices only
7570,17317784,14,"3,500 sqft"
7571,17317784,7,Office (1)
9987,17321853,3,Commercial and office space
9988,17321853,14,"1,300 sqft"
9989,17321853,7,Commercial (1)
9721,17354233,3,Commercial and office space
9722,17354233,5,1950
9723,17354233,14,"1,400 sqft"
9724,17354233,7,Commercial (1)
2273,17356703,3,Commercial only
2274,17356703,14,964 sqft
2275,17356703,7,Commercial (1)
9174,17365444,3,Commercial only
9175,17365444,5,2014
9176,17365444,14,"5,000 sqft"
9177,17365444,7,Office (1)
7049,17365605,3,Commercial only
7050,17365605,14,"1,258 sqft"
7051,17365605,12,"1,738 sqft"
7052,17365605,7,Commercial (1)
2233,17366477,3,Commercial and office space
