0,1,2,3
3837,25689984,7,Office (1)
3838,25689984,15,Other
8339,25693693,3,Commercial only
8340,25693693,5,1992
8341,25693693,14,"4,450 sqft"
8342,25693693,7,Commercial (1)
6491,25701056,3,Commercial and office space
6492,25701056,14,"5,000 sqft"
6493,25701056,7,Office (1)
7326,25709100,3,Offices only
7327,25709100,5,1853
7328,25709100,14,"1,430 sqft"
7329,25709100,7,Office (1)
1879,25721007,3,Commercial and office space
1880,25721007,5,2007
1881,25721007,14,"7,895 sqft"
1882,25721007,7,Commercial (1)
1888,25737867,3,Offices only
1889,25737867,14,465 sqft
1890,25737867,12,465 sqft
1891,25737867,7,Office (1)
9768,25750795,3,Commercial and office space
9769,25750795,5,Unknown age
9770,25750795,14,"6,708 sqft"
9771,25750795,7,Office (1)
9772,25750795,15,Variety store
1503,25759977,3,Offices only
1504,25759977,14,840 sqft
1505,25759977,7,Office (1)
732,25773037,3,Commercial and office space
733,25773037,5,"To be built, New"
734,25773037,14,"1,000 sqft"
735,25773037,12,"1,000 sqft"
736,25773037,7,Commercial (1)
737,25773037,15,Health centre
2435,25773170,3,Commercial only
2436,25773170,5,1965
2437,25773170,14,"1,679 sqft"
2438,25773170,12,"1,679 sqft"
2439,25773170,1,"11,905 sqft"
2440,25773170,7,Commercial (1)
2441,25773170,15,Service station
1801,25782085,3,Commercial and residential
1802,25782085,14,"1,350 sqft"
1803,25782085,7,Commercial (1)
3256,25782170,3,Commercial and industrial
3257,25782170,14,"From 2,600 sqft to 9,100 sqft"
3258,25782170,7,"Office (1), Warehouse (1)"
4326,25805431,3,Commercial and industrial
4327,25805431,14,"6,720 sqft"
4328,25805431,12,"6,720 sqft"
4329,25805431,7,Commercial (1)
7262,25807422,3,Offices only
7263,25807422,14,"2,527 sqft"
7264,25807422,7,Office (1)
7265,25807422,15,Other
4736,25811755,3,Commercial only
4737,25811755,14,"2,500 sqft"
4738,25811755,7,Commercial (1)
6432,25822414,3,Offices only
6433,25822414,14,133 sqft
6434,25822414,7,Commercial (1)
4896,25822786,3,Commercial and industrial
4897,25822786,5,"2014, New"
4898,25822786,14,"From 2,671 sqft to 11,232 sqft"
4899,25822786,12,"11,900 sqft"
4900,25822786,7,Commercial (4)
7717,25837774,3,Offices only
7718,25837774,14,160 sqft
7719,25837774,12,160 sqft
7720,25837774,7,Office (1)
242,25843247,3,Commercial and office space
243,25843247,5,"To be built, New"
244,25843247,14,"8,500 sqft"
245,25843247,12,"17,000 sqft"
246,25843247,7,Commercial (1)
5419,25845522,3,Offices only
5420,25845522,14,112 sqft
5421,25845522,7,Office (1)
6905,25860065,3,Commercial and office space
6906,25860065,14,"1,200 sqft"
6907,25860065,7,Commercial (1)
8742,25868972,3,Commercial only
8743,25868972,5,2006
8744,25868972,14,100 sqft
8745,25868972,7,Commercial (1)
3175,25875280,3,Commercial only
3176,25875280,14,"1,000 sqft"
3177,25875280,12,828 sqft
3178,25875280,7,Commercial (1)
3179,25875280,15,Other
5384,25878386,3,Commercial only
5385,25878386,14,"3,250 sqft"
5386,25878386,7,Commercial (1)
8301,25881244,3,Commercial and office space
8302,25881244,14,800 sqft
8303,25881244,7,Commercial (1)
8304,25881244,15,Office
710,25887144,3,Commercial only
711,25887144,5,1975
712,25887144,14,"1,200 sqft"
713,25887144,1,"5,700 sqft"
714,25887144,7,Commercial (1)
5083,25891036,3,Commercial and office space
5084,25891036,5,1955
5085,25891036,14,"5,000 sqft"
5086,25891036,12,"2,000 sqft"
5087,25891036,1,"14,058 sqft"
5088,25891036,7,Commercial (1)
5089,25891036,15,Dealer
4252,25898991,3,Offices only
4253,25898991,5,1950
4254,25898991,14,"4,320 sqft"
4255,25898991,7,Office (1)
4256,25898991,15,office
8525,25900106,3,Offices only
8526,25900106,5,Unknown age
8527,25900106,14,230 sqft
8528,25900106,7,Office (1)
6263,25902639,3,Offices only
6264,25902639,5,2017
6265,25902639,14,270 sqft
6266,25902639,7,Office (1)
9951,25928694,3,Offices only
9952,25928694,5,2011
9953,25928694,14,100 sqft
9954,25928694,7,Office (1)
3429,25929867,3,Commercial and office space
3430,25929867,14,467 sqft
3431,25929867,7,Office (1)
8412,25936261,3,Commercial only
8413,25936261,14,"1,250 sqft"
8414,25936261,12,"1,250 sqft"
8415,25936261,7,Commercial (1)
4678,25936583,3,Offices only
4679,25936583,5,2017
4680,25936583,14,"1,500 sqft"
4681,25936583,7,Commercial (1)
7301,25952528,3,Commercial and office space
7302,25952528,14,217 sqft
7303,25952528,7,Office (1)
7074,25954393,3,Commercial and office space
7075,25954393,5,2016
7076,25954393,14,805 sqft
7077,25954393,12,805 sqft
7078,25954393,7,Commercial (1)
2801,25959665,3,Commercial and office space
2802,25959665,5,1989
2803,25959665,14,"2,750 sqft"
2804,25959665,12,"18,242 sqft"
2805,25959665,1,"80,191 sqft"
2806,25959665,7,Commercial (1)
7988,25964543,3,Offices only
7989,25964543,14,232 sqft
7990,25964543,7,Office (1)
9013,25964997,3,Commercial and office space
9014,25964997,5,2000
9015,25964997,14,"3,850 sqft"
9016,25964997,12,"10,450 sqft"
9017,25964997,1,"54,209 sqft"
9018,25964997,7,Office (1)
7470,25965501,3,Commercial and office space
7471,25965501,5,1989
7472,25965501,14,"1,800 sqft"
7473,25965501,7,Office (1)
1956,25982295,3,Commercial only
1957,25982295,14,"1,100 sqft"
1958,25982295,7,Commercial (1)
8975,26022231,3,Commercial and office space
8976,26022231,14,600 sqft
8977,26022231,7,Office (1)
1462,26029071,3,Commercial and office space
1463,26029071,5,2003
1464,26029071,14,"4,700 sqft"
1465,26029071,7,Commercial (1)
7623,26032915,3,Commercial and office space
7624,26032915,14,"1,300 sqft"
7625,26032915,7,Commercial (1)
1600,26046737,3,Commercial and office space
1601,26046737,14,"28,000 sqft"
1602,26046737,7,Office (1)
5585,26049585,3,Commercial only
5586,26049585,14,"2,250 sqft"
5587,26049585,1,"79,367 sqft"
5588,26049585,7,Commercial (1)
4838,26061255,3,Commercial and office space
4839,26061255,5,1984
4840,26061255,14,"4,800 sqft"
4841,26061255,7,Commercial (1)
2020,26075886,3,Commercial and office space
2021,26075886,14,"1,430 sqft"
2022,26075886,12,"1,430 sqft"
2023,26075886,7,Commercial (1)
2024,26075886,15,Other
1006,26098394,3,Commercial and residential
1007,26098394,14,600 sqft
1008,26098394,7,Commercial (1)
2904,26101885,3,Offices only
2905,26101885,14,"1,000 sqft"
2906,26101885,7,Commercial (1)
3365,26105350,3,Offices only
3366,26105350,14,"1,000 sqft"
3367,26105350,7,Office (1)
7626,26108730,3,Offices only
7627,26108730,5,2013
7628,26108730,14,"1,250 sqft"
7629,26108730,7,Office (1)
8942,26109145,3,Industrial and offices
8943,26109145,14,"13,200 sqft"
8944,26109145,7,Industrial (1)
121,26129975,3,Commercial and office space
122,26129975,14,"2,000 sqft"
123,26129975,7,Office (1)
4330,26132674,3,Commercial only
4331,26132674,14,"3,200 sqft"
4332,26132674,7,Office (1)
6912,26135136,3,Offices only
6913,26135136,14,214 sqft
6914,26135136,12,214 sqft
6915,26135136,7,Office (1)
1137,26139244,3,Industrial and offices
1138,26139244,5,1998
1139,26139244,14,"From 5,067 sqft to 14,056 sqft"
1140,26139244,12,"11,968 sqft"
1141,26139244,1,"55,337 sqft"
1142,26139244,7,Industrial (2)
4120,26139346,3,Commercial only
4121,26139346,14,"1,104 sqft"
4122,26139346,7,Commercial (1)
8699,26140508,3,Offices only
8700,26140508,5,1926
8701,26140508,14,984 sqft
8702,26140508,7,Office (1)
9568,26148307,14,"3,240 sqft"
9569,26148307,7,Commercial (1)
9570,26148307,15,Church
1197,26148871,3,Commercial and office space
1198,26148871,5,1975
1199,26148871,14,"2,640 sqft"
1200,26148871,1,"48,716 sqft"
1201,26148871,7,Commercial (1)
1202,26148871,15,"Daycare centre, Health centre, Massotherapy, Fitness centre, Pharmacy, Beauty salon, Coffee/Donuts, Travel agency, Clinic"
4779,26151035,3,Commercial only
4780,26151035,5,"To be built, New"
4781,26151035,14,"3,883 sqft"
4782,26151035,7,Commercial (1)
6570,26151759,3,Commercial only
6571,26151759,14,"1,200 sqft"
6572,26151759,7,Commercial (1)
2872,26152541,3,Industrial only
2873,26152541,14,"1,230 sqft"
2874,26152541,12,"1,230 sqft"
2875,26152541,7,Industrial (1)
2876,26152541,15,"Garage, Cabinet making, Body shop, Furniture repair"
83,26154103,3,Commercial and office space
84,26154103,5,1996
85,26154103,14,"1,234 sqft"
86,26154103,7,Commercial (1)
4371,26170373,3,Commercial and office space
4372,26170373,5,2008
4373,26170373,14,"2,133 sqft"
4374,26170373,12,"2,133 sqft"
4375,26170373,7,Commercial (1)
4682,26172072,3,Commercial only
4683,26172072,5,1890
4684,26172072,14,750 sqft
4685,26172072,7,Commercial (1)
5755,26184754,3,Offices only
5756,26184754,5,1958
5757,26184754,14,"3,300 sqft"
5758,26184754,1,"5,038 sqft"
5759,26184754,7,Commercial (1)
8021,26197987,3,Commercial and office space
8022,26197987,5,"2016, New"
8023,26197987,14,"1,560 sqft"
8024,26197987,1,"70,000 sqft"
8025,26197987,7,Commercial (1)
8653,26206247,3,Offices only
8654,26206247,5,", Historic"
8655,26206247,14,"2,599 sqft"
8656,26206247,7,Commercial (1)
6087,26216378,3,Commercial only
6088,26216378,14,250 sqft
6089,26216378,7,Office (1)
7258,26216756,3,Offices only
7259,26216756,5,1947
7260,26216756,14,"1,650 sqft"
7261,26216756,7,Office (1)
230,26222285,3,Offices only
231,26222285,5,1974
232,26222285,14,"3,200 sqft"
233,26222285,7,Office (1)
8072,26248402,3,Commercial only
8073,26248402,5,"To be built, New"
8074,26248402,14,"3,238 sqft"
8075,26248402,1,"15,000 sqft"
8076,26248402,7,Commercial (1)
8077,26248402,15,Restaurant
2730,26272513,3,Commercial and office space
2731,26272513,5,1980
2732,26272513,14,"1,175 sqft"
2733,26272513,7,Commercial (1)
10261,26308729,3,Industrial and offices
10262,26308729,5,"To be built, New"
10263,26308729,14,"8,860 sqft"
10264,26308729,7,Industrial (1)
6942,26322459,3,Commercial and office space
6943,26322459,5,1900
6944,26322459,14,From 188 sqft to 580 sqft
6945,26322459,12,"2,568 sqft"
6946,26322459,1,"6,848 sqft"
6947,26322459,7,Office (3)
5068,26330512,3,Commercial and industrial
5069,26330512,5,1984
5070,26330512,14,"1,857 sqft"
5071,26330512,12,"4,768 sqft"
5072,26330512,1,"14,240 sqft"
5073,26330512,7,Office (1)
5074,26330512,15,Fitness centre
4232,26349139,3,Commercial only
4233,26349139,5,1954
4234,26349139,14,"6,000 sqft"
4235,26349139,7,Commercial (1)
4236,26349139,15,Other
9005,26351599,3,Commercial and office space
9006,26351599,5,2017
9007,26351599,14,"1,314 sqft"
9008,26351599,7,Commercial (1)
10282,26357721,3,Commercial and office space
10283,26357721,5,2015
10284,26357721,14,"2,000 sqft"
10285,26357721,7,Office (1)
8280,26376155,3,Commercial and office space
8281,26376155,5,1987
8282,26376155,14,"1,543 sqft"
8283,26376155,7,Office (1)
9220,26382311,3,Commercial and office space
9221,26382311,14,"1,272 sqft"
9222,26382311,7,Commercial (1)
5878,26384294,3,Commercial and office space
5879,26384294,14,"3,000 sqft"
5880,26384294,7,Office (1)
5881,26384294,15,"LEGAL OFFICE,MEDICAL OFFICE,DAYCARE,"
5885,26385012,3,Offices only
5886,26385012,14,108 sqft
5887,26385012,7,Office (1)
5888,26385012,15,Other
1315,26385181,3,Commercial only
1316,26385181,5,1993
1317,26385181,14,"1,138 sqft"
1318,26385181,12,"7,060 sqft"
1319,26385181,1,"8,892 sqft"
1320,26385181,7,Commercial (1)
260,26407905,3,Offices only
261,26407905,5,Unknown age
262,26407905,14,"From 1,500 sqft to 25,500 sqft"
263,26407905,12,"24,000 sqft"
264,26407905,7,Office (2)
265,26407905,15,"Professional offices, Daycare centre"
7280,26412982,3,Commercial and office space
7281,26412982,5,2012
7282,26412982,14,"8,052 sqft"
7283,26412982,12,"8,052 sqft"
7284,26412982,7,Commercial (1)
6331,26420405,3,Commercial and office space
6332,26420405,14,"From 1,110 sqft to 6,093 sqft"
6333,26420405,7,Office (3)
138,26456250,3,Commercial only
139,26456250,14,"1,500 sqft"
140,26456250,12,"1,500 sqft"
141,26456250,7,Commercial (1)
142,26456250,15,Other
2094,26458693,3,Commercial and office space
2095,26458693,5,1985
2096,26458693,14,900 sqft
2097,26458693,7,Commercial (1)
2600,26460213,3,Commercial and office space
2601,26460213,5,"To be built, New"
2602,26460213,14,"5,000 sqft"
2603,26460213,7,Commercial (1)
4094,26460301,3,Offices only
4095,26460301,14,120 sqft
4096,26460301,7,Office (1)
367,26470679,3,Offices only
368,26470679,5,Unknown age
369,26470679,14,"1,425 sqft"
370,26470679,7,Office (1)
3387,26485529,3,Commercial only
3388,26485529,14,"12,000 sqft"
3389,26485529,1,"7,937 sqft"
3390,26485529,7,Commercial (1)
9471,26490218,3,Commercial and office space
9472,26490218,14,"1,547 sqft"
9473,26490218,7,Commercial (1)
9474,26490218,15,Other
5282,26503763,3,Industrial and offices
5283,26503763,14,"1,400 sqft"
5284,26503763,7,Office (1)
2996,26509125,3,Commercial and office space
2997,26509125,14,"10,200 sqft"
2998,26509125,12,"5,100 sqft"
2999,26509125,1,"29,900 sqft"
3000,26509125,7,Commercial (1)
4462,26542240,3,Commercial and office space
4463,26542240,14,995 sqft
4464,26542240,7,Commercial (1)
4018,26547295,3,Offices only
4019,26547295,14,"1,569 sqft"
4020,26547295,12,"1,569 sqft"
4021,26547295,7,Office (1)
1241,26554127,3,Commercial and office space
1242,26554127,14,859 sqft
1243,26554127,7,Commercial (1)
762,26568037,3,Commercial and industrial
763,26568037,14,"3,250 sqft"
764,26568037,7,Office (1)
1808,26569360,3,Commercial and office space
1809,26569360,14,"1,000 sqft"
1810,26569360,7,Commercial (1)
1924,26573709,3,Commercial and office space
1925,26573709,5,1985
1926,26573709,14,"1,499 sqft"
1927,26573709,12,"1,499 sqft"
1928,26573709,1,"4,650 sqft"
1929,26573709,7,Commercial (1)
1930,26573709,15,"Cabinet making, Office for professional"
833,26586768,3,Offices only
834,26586768,5,1942
835,26586768,14,120 sqft
836,26586768,1,"7,734 sqft"
837,26586768,7,Office (1)
6424,26590497,3,Commercial only
6425,26590497,5,Unknown age
6426,26590497,14,81 sqft
6427,26590497,7,Commercial (1)
6428,26590497,15,"Variety store, Other"
2469,26594155,3,Offices only
2470,26594155,5,2012
2471,26594155,14,"1,904 sqft"
2472,26594155,12,"1,904 sqft"
2473,26594155,7,Commercial (1)
9136,26597113,3,Offices only
9137,26597113,5,Unknown age
9138,26597113,14,644 sqft
9139,26597113,7,Office (1)
6293,26611963,3,Commercial only
6294,26611963,14,755 sqft
6295,26611963,7,Office (1)
6383,26613662,3,Commercial and office space
6384,26613662,5,1900
6385,26613662,14,"2,500 sqft"
6386,26613662,7,Commercial (1)
7517,26630401,3,Commercial and industrial
7518,26630401,14,"1,500 sqft"
7519,26630401,7,Industrial (1)
10021,26634559,3,Commercial only
10022,26634559,14,"1,000 sqft"
10023,26634559,7,Commercial (1)
5422,26640160,3,Offices only
5423,26640160,5,2014
5424,26640160,14,500 sqft
5425,26640160,12,500 sqft
5426,26640160,7,Office (1)
9191,26641349,3,Offices only
9192,26641349,5,Unknown age
9193,26641349,14,634 sqft
9194,26641349,7,Office (1)
7850,26642675,3,Commercial only
7851,26642675,14,"1,102 sqft"
7852,26642675,7,Commercial (1)
3573,26665521,3,Commercial only
3574,26665521,5,1945
3575,26665521,14,"4,450 sqft"
3576,26665521,7,Commercial (1)
1701,26673378,15,Restaurant
5893,26684715,3,Commercial only
5894,26684715,5,Unknown age
5895,26684715,14,"2,300 sqft"
5896,26684715,7,Commercial (1)
5897,26684715,15,Boutique
9667,26684912,3,Commercial only
9668,26684912,5,1954
9669,26684912,14,"3,500 sqft"
9670,26684912,12,"3,500 sqft"
9671,26684912,1,"23,435 sqft"
9672,26684912,7,Commercial (1)
9282,26692899,3,Commercial and office space
9283,26692899,14,"2,000 sqft"
9284,26692899,7,Commercial (1)
944,26698913,3,Offices only
945,26698913,5,2017
946,26698913,14,"2,000 sqft"
947,26698913,7,Commercial (1)
1942,26700240,3,Commercial and residential
1943,26700240,5,1993
1944,26700240,14,"1,050 sqft"
1945,26700240,1,"59,850 sqft"
1946,26700240,7,"Residential (1), Commercial (1)"
1947,26700240,15,Restaurant
4718,26715106,3,Offices only
4719,26715106,5,1974
4720,26715106,14,"8,500 sqft"
4721,26715106,7,Office (1)
7929,26719337,3,Commercial and office space
7930,26719337,5,2008
7931,26719337,14,583 sqft
7932,26719337,7,Office (1)
7841,26722090,3,Commercial and office space
7842,26722090,5,1988
7843,26722090,14,"1,700 sqft"
7844,26722090,7,Commercial (1)
7845,26722090,15,Restaurant
8878,26726040,3,Offices only
8879,26726040,14,90 sqft
8880,26726040,7,Commercial (1)
5229,26728842,3,Commercial and office space
5230,26728842,14,"1,088 sqft"
5231,26728842,7,Office (1)
3876,26730881,3,Offices only
3877,26730881,14,"2,523 sqft"
3878,26730881,7,Commercial (1)
3879,26730881,15,Accounting
7803,26761918,3,Commercial and office space
7804,26761918,14,"1,295 sqft"
7805,26761918,7,Office (1)
2076,26773278,3,Commercial only
2077,26773278,5,1974
2078,26773278,14,320 sqft
2079,26773278,7,Commercial (1)
4089,26801197,3,Commercial and office space
4090,26801197,5,1938
4091,26801197,14,729 sqft
4092,26801197,7,Commercial (1)
4093,26801197,15,Other
7814,26818963,3,Commercial and office space
7815,26818963,14,"1,300 sqft"
7816,26818963,7,Commercial (1)
6669,26845827,3,Offices only
6670,26845827,14,130 sqft
6671,26845827,12,130 sqft
6672,26845827,7,Office (1)
4412,26846127,3,Offices only
4413,26846127,14,118 sqft
4414,26846127,7,Office (1)
948,26864984,3,Commercial only
949,26864984,14,500 sqft
950,26864984,7,Commercial (1)
6395,26872540,3,Offices only
6396,26872540,5,1935
6397,26872540,14,"1,379 sqft"
6398,26872540,12,730 sqft
6399,26872540,1,"2,926 sqft"
6400,26872540,7,Office (1)
2524,26875974,3,Offices only
2525,26875974,14,"1,000 sqft"
2526,26875974,7,Office (1)
7640,26877534,3,Commercial and office space
7641,26877534,5,2013
7642,26877534,14,"6,000 sqft"
7643,26877534,7,Commercial (1)
4940,26890005,3,Commercial and office space
4941,26890005,5,Unknown age
4942,26890005,14,"3,340 sqft"
4943,26890005,12,"3,340 sqft"
4944,26890005,1,"25,295 sqft"
4945,26890005,7,Commercial (1)
2579,26890106,3,Commercial and office space
2580,26890106,5,2007
2581,26890106,14,"1,280 sqft"
2582,26890106,12,960 sqft
2583,26890106,7,Commercial (1)
4585,26898223,3,Commercial only
4586,26898223,14,"7,017 sqft"
4587,26898223,7,Commercial (1)
6189,26900694,3,Commercial only
6190,26900694,5,2013
6191,26900694,14,"4,571 sqft"
6192,26900694,7,Commercial (1)
6197,26905018,3,Industrial only
6198,26905018,5,2010
6199,26905018,14,"2,405 sqft"
6200,26905018,12,"1,885 sqft"
6201,26905018,7,Industrial (1)
8026,26911679,3,Commercial and office space
8027,26911679,14,"1,100 sqft"
8028,26911679,7,Commercial (1)
8029,26911679,15,Local
7225,26922797,3,Commercial only
7226,26922797,14,"1,600 sqft"
7227,26922797,7,Commercial (1)
7228,26922797,15,"Accounting, Arts and Crafts, Bakery, Beauty salon, Bookstore, Butcher shop, Caterer, Candy/Chocolate shop, Restaurant, Grocery store"
2743,26922958,3,Commercial and residential
2744,26922958,5,1992
2745,26922958,14,900 sqft
2746,26922958,1,"19,063 sqft"
2747,26922958,7,Commercial (1)
8496,26939910,3,Commercial and office space
8497,26939910,5,1956
8498,26939910,14,"4,937 sqft"
8499,26939910,12,"3,128 sqft"
8500,26939910,1,"6,011 sqft"
8501,26939910,7,Commercial (1)
2025,26942578,3,Commercial and office space
2026,26942578,14,"3,400 sqft"
2027,26942578,7,Commercial (1)
1538,26985607,3,Offices only
1539,26985607,14,100 sqft
1540,26985607,7,Office (1)
1045,26991761,3,Commercial and office space
1046,26991761,14,"4,527 sqft"
1047,26991761,7,Commercial (1)
10384,27000862,1,"132,286 sqft"
10385,27000862,1,Residential
48,27000934,3,Commercial only
49,27000934,14,"8,000 sqft"
50,27000934,7,Commercial (1)
51,27000934,15,Commercial
10289,27009115,3,Commercial and office space
10290,27009115,5,1964
10291,27009115,14,630 sqft
10292,27009115,7,Commercial (1)
2934,27013489,3,Commercial and office space
2935,27013489,14,"1,500 sqft"
2936,27013489,12,"1,503 sqft"
2937,27013489,7,Commercial (1)
1934,27018600,3,Commercial and office space
1935,27018600,5,", Being converted"
1936,27018600,14,"12,000 sqft"
1937,27018600,7,Commercial (1)
1334,27032545,3,Commercial only
1335,27032545,14,"2,752 sqft"
1336,27032545,7,Commercial (1)
3376,27034505,3,Commercial only
3377,27034505,5,1947
3378,27034505,14,952 sqft
3379,27034505,7,Office (1)
7683,27037756,3,Commercial only
7684,27037756,5,1977
7685,27037756,14,"6,700 sqft"
7686,27037756,12,"2,280 sqft"
7687,27037756,1,"28,300 sqft"
7688,27037756,7,Commercial (1)
9552,27084096,3,Commercial only
9553,27084096,14,"3,744 sqft"
9554,27084096,7,Commercial (1)
8721,27086878,3,Offices only
8722,27086878,14,"2,000 sqft"
8723,27086878,7,Warehouse (1)
4150,27108984,3,Offices only
4151,27108984,14,"9,139 sqft"
4152,27108984,12,"4,563 sqft"
4153,27108984,7,Office (1)
3674,27114967,3,Commercial only
3675,27114967,14,760 sqft
3676,27114967,7,Commercial (1)
2761,27116286,3,Commercial and industrial
2762,27116286,14,"5,500 sqft"
2763,27116286,7,Commercial (1)
2764,27116286,15,Other
1679,27123655,3,Commercial only
1680,27123655,5,1965
1681,27123655,14,750 sqft
1682,27123655,7,Commercial (1)
1660,27129554,3,Commercial and office space
1661,27129554,14,635 sqft
1662,27129554,12,635 sqft
1663,27129554,7,Commercial (1)
3662,27149769,3,Commercial and office space
3663,27149769,5,2000
3664,27149769,14,"4,587 sqft"
3665,27149769,1,"7,605 sqft"
3666,27149769,7,Commercial (1)
621,27149863,3,Commercial only
622,27149863,14,"From 1,894 sqft to 6,272 sqft"
623,27149863,7,Commercial (3)
1970,27156336,3,Commercial only
1971,27156336,14,"3,495 sqft"
1972,27156336,12,"7,481 sqft"
1973,27156336,1,"8,184 sqft"
1974,27156336,7,Commercial (1)
1975,27156336,15,Restaurant
10047,27158123,3,Commercial and office space
10048,27158123,5,2007
10049,27158123,14,460 sqft
10050,27158123,7,Commercial (1)
2280,27160955,3,Commercial and office space
2281,27160955,14,600 sqft
2282,27160955,7,Office (1)
7381,27162926,3,Commercial only
7382,27162926,5,Unknown age
7383,27162926,14,"2,539 sqft"
7384,27162926,7,Commercial (1)
7334,27166519,3,Commercial only
7335,27166519,5,Unknown age
7336,27166519,14,"2,500 sqft"
7337,27166519,1,"81,227 sqft"
7338,27166519,7,Commercial (1)
7339,27166519,15,Restaurant
1984,27167293,3,Commercial and residential
1985,27167293,5,Unknown age
1986,27167293,14,"From 1 sqft to 1,601 sqft"
1987,27167293,12,"2,912 sqft"
1988,27167293,1,"7,376 sqft"
1989,27167293,7,Commercial (3)
9439,27172861,3,Offices only
9440,27172861,14,300 sqft
9441,27172861,12,"7,481 sqft"
9442,27172861,1,"8,184 sqft"
9443,27172861,7,Office (1)
10309,27175419,3,Commercial only
10310,27175419,5,1989
10311,27175419,14,"1,158 sqft"
10312,27175419,1,"86,832 sqft"
10313,27175419,7,Commercial (1)
1912,27175742,3,Offices only
1913,27175742,14,985 sqft
1914,27175742,7,Office (1)
2811,27177748,3,Commercial only
2812,27177748,5,2012
2813,27177748,14,"2,300 sqft"
2814,27177748,1,"2,300 sqft"
2815,27177748,7,Commercial (1)
2816,27177748,15,"Coffee/Donuts, Laundromat"
9152,27186587,3,Commercial and office space
9153,27186587,5,1987
9154,27186587,14,900 sqft
9155,27186587,12,"1,102 sqft"
9156,27186587,1,"4,371 sqft"
9157,27186587,7,Commercial (1)
2462,27190375,3,Commercial and office space
2463,27190375,14,"1,083 sqft"
2464,27190375,1,"8,416 sqft"
2465,27190375,7,Commercial (1)
7044,27190528,3,Commercial and office space
7045,27190528,5,1972
7046,27190528,14,"1,450 sqft"
7047,27190528,1,"50,646 sqft"
7048,27190528,7,Office (1)
3520,27190763,3,Commercial and office space
3521,27190763,14,660 sqft
3522,27190763,7,Office (1)
7961,27198875,3,Commercial and office space
7962,27198875,14,"2,994 sqft"
7963,27198875,7,Office (1)
406,27200260,3,Commercial and office space
407,27200260,14,855 sqft
408,27200260,7,Commercial (1)
7786,27202423,3,Commercial and office space
7787,27202423,5,Unknown age
7788,27202423,14,"1,800 sqft"
7789,27202423,12,"1,800 sqft"
7790,27202423,7,Office (1)
8917,27207420,3,Commercial only
8918,27207420,5,1974
8919,27207420,14,"From 850 sqft to 3,700 sqft"
8920,27207420,12,"1,952 sqft"
8921,27207420,1,"5,495 sqft"
8922,27207420,7,Commercial (3)
4474,27216381,3,Commercial and office space
4475,27216381,14,"1,350 sqft"
4476,27216381,7,Commercial (1)
7229,27218442,3,Commercial only
7230,27218442,14,"2,800 sqft"
7231,27218442,7,Commercial (1)
3305,27224144,3,Commercial and office space
3306,27224144,5,1973
3307,27224144,14,"3,250 sqft"
3308,27224144,7,Office (1)
9249,27231311,3,Commercial only
9250,27231311,5,1990
9251,27231311,14,830 sqft
9252,27231311,7,Commercial (1)
9253,27231311,15,"Travel agency, Jewellery store, Butcher shop, Bakery, Laundromat, Deli/Cheese shop, Shoe repair shop, Candy/Chocolate shop, Ice cream shop, Florist, Dry-cleaning, Pastry shop"
7584,27249940,3,Commercial and office space
7585,27249940,14,"1,300 sqft"
7586,27249940,7,Office (1)
1346,27251421,3,Commercial and office space
1347,27251421,5,1978
1348,27251421,14,"9,386 sqft"
1349,27251421,1,"9,389 sqft"
1350,27251421,7,Commercial (1)
1650,27252484,3,Commercial only
1651,27252484,5,"Unknown age, Century"
1652,27252484,14,888 sqft
1653,27252484,12,888 sqft
1654,27252484,7,Commercial (1)
2571,27258054,3,Commercial and industrial
2572,27258054,5,"To be built, New"
2573,27258054,14,"2,592 sqft"
2574,27258054,7,Industrial (1)
2575,27258054,15,Other
10297,27262028,3,Industrial only
10298,27262028,14,"1,200 sqft"
10299,27262028,7,Industrial (1)
10300,27262028,15,Other
755,27264272,3,Commercial and residential
756,27264272,5,1980
757,27264272,14,"3,500 sqft"
758,27264272,12,"6,127 sqft"
759,27264272,1,"2,127 sqft"
760,27264272,7,Commercial (1)
761,27264272,15,Restaurant
10273,27265810,3,Commercial and residential
10274,27265810,5,Unknown age
10275,27265810,14,"1,000 sqft"
10276,27265810,1,"9,088 sqft"
10277,27265810,7,Warehouse (1)
6893,27291008,3,Commercial and office space
6894,27291008,14,"1,200 sqft"
6895,27291008,7,Commercial (1)
6896,27291008,15,Boutique
616,27292898,3,Industrial only
617,27292898,5,"Under construction, New"
618,27292898,14,"16,000 sqft"
619,27292898,12,"16,000 sqft"
620,27292898,7,Industrial (1)
4154,27293190,3,Commercial and office space
4155,27293190,5,1990
4156,27293190,14,"1,286 sqft"
4157,27293190,7,Commercial (1)
3670,27304069,3,Commercial only
3671,27304069,14,"1,400 sqft"
3672,27304069,12,"1,400 sqft"
3673,27304069,7,Commercial (1)
10160,27356166,3,Commercial and office space
10161,27356166,5,1990
10162,27356166,14,770 sqft
10163,27356166,7,Office (1)
9231,27368244,3,Commercial only
9232,27368244,5,Unknown age
9233,27368244,14,"1,500 sqft"
9234,27368244,12,"1,500 sqft"
9235,27368244,1,"1,538 sqft"
9236,27368244,7,Commercial (1)
3887,27383208,3,Industrial and offices
3888,27383208,14,"9,600 sqft"
3889,27383208,7,Industrial (1)
3890,27383208,15,Other
9290,27397335,3,Commercial and office space
9291,27397335,14,529 sqft
