0,1,2,3,4,5,6
9085,0,2003,4,2,2,18780
3800,0,1986,8,3,2,24900
11399,0,1961,6,3,1,24600
1724,0,1948,4,2,1,25260
7171,0,1947,4,2,1,23940
6000,1,1957,4,2,1,67860
12174,0,2007,5,3,1,18840
5000,1,1915,4,2,1,23160
3746,0,1900,7,3,1,26076
5000,0,1942,10,3,2,22200
6311,1,1951,4,2,1,36840
5989,0,1963,5,3,1,16800
5644,0,1944,5,2,1,27576
10231,0,1930,11,4,2,19980
3735,0,1958,6,2,1,16080
7836,0,1981,5,3,1,56760
8138,0,1952,6,6,1,42660
17641,0,1942,4,2,1,98040
3382,0,1958,4,2,1,77400
3255,0,1936,5,3,1,38940
4620,0,1910,5,3,1,14400
4500,0,1923,8,2,1,11040
2229,1,1948,5,2,1,32736
2400,0,1963,5,3,1,31680
10796,0,1975,7,3,2,35040
2400,0,1929,4,2,2,12000
6166,0,1936,12,4,5,55200
4599,0,1996,4,2,1,14820
17643,0,,9,3,2,15000
12916,1,1900,4,2,1,107580
11636,0,1969,8,3,3,47280
67167,0,1958,5,3,1,18180
31359,0,1985,4,2,1,62616
15247,0,,5,3,1,9600
5000,0,1943,7,3,1,11880
2840,0,1967,8,4,2,33600
7293,0,2016,9,3,1,43920
2667,1,1932,5,3,1,97680
8300,1,1920,6,3,1,52224
5685,0,1941,5,2,1,12600
9850,0,1955,5,3,1,34200
5386,0,1946,4,2,1,10200
9367,0,1965,10,5,3,26040
10497,0,1880,6,3,3,19800
24252,0,1996,5,3,1,15600
8630,0,1973,4,2,1,64980
3376,0,2017,4,2,1,39600
5000,0,1954,11,3,2,19200
11530,0,1953,4,2,1,19020
2779,0,1948,6,2,1,19200
1363,0,1955,6,3,2,22140
16608,0,1929,8,3,2,24000
5083,0,1930,4,2,1,24600
2760,0,1967,5,3,1,27960
5600,1,1961,4,2,1,26460
4998,0,1959,4,2,1,25020
2014,0,1961,5,3,1,30600
8790,0,1940,10,4,2,23100
6337,0,1908,4,2,1,20640
5194,0,1920,6,3,2,22200
2322,0,1953,6,3,1,24960
2332,0,1965,5,3,1,32700
15393,0,1893,5,3,1,10500
4050,0,1967,6,3,1,23580
4346,0,1920,4,2,1,8040
7392,0,,7,3,1,19800
6888,0,2006,5,3,1,34800
1810,1,1951,4,2,1,27240
50321,0,2009,4,2,2,23400
6095,0,1951,7,2,2,21120
4832,0,1940,5,3,1,16680
8523,0,1904,4,2,1,10740
3483,0,1955,4,2,1,53940
2430,0,1918,4,2,1,16560
4059,0,1860,6,2,1,12000
2652,0,1952,8,3,2,22020
4833,0,1951,20,12,3,150000
4694,1,,4,3,1,45684
4891,0,1922,6,2,1,12300
9617,0,1920,4,2,1,15600
3168,0,1920,4,2,1,12000
2705,0,1954,12,4,2,22740
5000,0,1984,4,2,1,14280
4975,0,,5,2,1,25560
28158,0,1915,5,2,1,15600
39999,1,1982,5,3,1,21600
3419,0,1945,4,2,1,17700
