0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
mls_number,Lot area,Zoning,Use of property,Building style,Year built,Fireplace/Stove,Number of units,Residential units,Main unit,Potential gross revenue,Additional features,Building area,Parking,Available area,Type of business,Pool
27231311,,,Commercial and office space,,,,Commercial (1),,,,,,,"1,272 sqft",,
27249940,,,Commercial and office space,,,,Office (1),,,,,,,"3,000 sqft","LEGAL OFFICE,MEDICAL OFFICE,DAYCARE,",
27251421,,,Offices only,,,,Office (1),,,,,,,108 sqft,Other,
27252484,"8,892 sqft",,Commercial only,,1993,,Commercial (1),,,,,"7,060 sqft",,"1,138 sqft",,
27258054,,,Offices only,,Unknown age,,Office (2),,,,,"24,000 sqft",,"From 1,500 sqft to 25,500 sqft","Professional offices, Daycare centre",
27262028,,,Commercial and office space,,2012,,Commercial (1),,,,,"8,052 sqft",,"8,052 sqft",,
27264272,,,Commercial and office space,,,,Office (3),,,,,,,"From 1,110 sqft to 6,093 sqft",,
27265810,,,Commercial only,,,,Commercial (1),,,,,"1,500 sqft",,"1,500 sqft",Other,
27291008,,,Commercial and office space,,1985,,Commercial (1),,,,,,,900 sqft,,
27292898,,,Commercial and office space,,"To be built, New",,Commercial (1),,,,,,,"5,000 sqft",,
27293190,,,Offices only,,,,Office (1),,,,,,,120 sqft,,
27304069,,,Offices only,,Unknown age,,Office (1),,,,,,,"1,425 sqft",,
27356166,"7,937 sqft",,Commercial only,,,,Commercial (1),,,,,,,"12,000 sqft",,
27368244,,,Commercial and office space,,,,Commercial (1),,,,,,,"1,547 sqft",Other,
27383208,,,Industrial and offices,,,,Office (1),,,,,,,"1,400 sqft",,
27397335,"29,900 sqft",,Commercial and office space,,,,Commercial (1),,,,,"5,100 sqft",,"10,200 sqft",,
27399005,,,Commercial and office space,,,,Commercial (1),,,,,,,995 sqft,,
27405883,,,Offices only,,,,Office (1),,,,,"1,569 sqft",,"1,569 sqft",,
27409271,,,Commercial and office space,,,,Commercial (1),,,,,,,859 sqft,,
27409275,,,Commercial and industrial,,,,Office (1),,,,,,,"3,250 sqft",,
27409624,,,Commercial and office space,,,,Commercial (1),,,,,,,"1,000 sqft",,
27416608,"4,650 sqft",,Commercial and office space,,1985,,Commercial (1),,,,,"1,499 sqft",,"1,499 sqft","Cabinet making, Office for professional",
27426518,"7,734 sqft",,Offices only,,1942,,Office (1),,,,,,,120 sqft,,
27427131,,,Commercial only,,Unknown age,,Commercial (1),,,,,,,81 sqft,"Variety store, Other",
27431553,,,Offices only,,2012,,Commercial (1),,,,,"1,904 sqft",,"1,904 sqft",,
27441610,,,Offices only,,Unknown age,,Office (1),,,,,,,644 sqft,,
27450640,,,Commercial only,,,,Office (1),,,,,,,755 sqft,,
27474746,,,Commercial and office space,,1900,,Commercial (1),,,,,,,"2,500 sqft",,
27482072,,,Commercial and industrial,,,,Industrial (1),,,,,,,"1,500 sqft",,
27484546,,,Commercial only,,,,Commercial (1),,,,,,,"1,000 sqft",,
27488600,,,Offices only,,2014,,Office (1),,,,,500 sqft,,500 sqft,,
27490415,,,Offices only,,Unknown age,,Office (1),,,,,,,634 sqft,,
27516039,,,Commercial only,,,,Commercial (1),,,,,,,"1,102 sqft",,
27517584,,,Commercial only,,1945,,Commercial (1),,,,,,,"4,450 sqft",,
27522132,,,,,,,,,,,,,,,Restaurant,
27549992,,,Commercial only,,Unknown age,,Commercial (1),,,,,,,"2,300 sqft",Boutique,
27568678,"23,435 sqft",,Commercial only,,1954,,Commercial (1),,,,,"3,500 sqft",,"3,500 sqft",,
27598606,,,Commercial and office space,,,,Commercial (1),,,,,,,"2,000 sqft",,
27598673,,,Offices only,,2017,,Commercial (1),,,,,,,"2,000 sqft",,
27600192,"59,850 sqft",,Commercial and residential,,1993,,"Residential (1), Commercial (1)",,,,,,,"1,050 sqft",Restaurant,
27603465,,,Offices only,,1974,,Office (1),,,,,,,"8,500 sqft",,
27620959,,,Commercial and office space,,2008,,Office (1),,,,,,,583 sqft,,
27622226,,,Commercial and office space,,1988,,Commercial (1),,,,,,,"1,700 sqft",Restaurant,
27633949,,,Offices only,,,,Commercial (1),,,,,,,90 sqft,,
27637806,,,Commercial and office space,,,,Office (1),,,,,,,"1,088 sqft",,
27638170,,,Offices only,,,,Commercial (1),,,,,,,"2,523 sqft",Accounting,
27646136,,,Commercial and office space,,,,Office (1),,,,,,,"1,295 sqft",,
27661700,,,Commercial only,,1974,,Commercial (1),,,,,,,320 sqft,,
27665691,,,Commercial and office space,,1938,,Commercial (1),,,,,,,729 sqft,Other,
27667507,,,Commercial and office space,,,,Commercial (1),,,,,,,"1,300 sqft",,
27668007,,,Offices only,,,,Office (1),,,,,130 sqft,,130 sqft,,
27670454,,,Offices only,,,,Office (1),,,,,,,118 sqft,,
27712046,,,Commercial only,,,,Commercial (1),,,,,,,500 sqft,,
27714368,"2,926 sqft",,Offices only,,1935,,Office (1),,,,,730 sqft,,"1,379 sqft",,
27714516,,,Offices only,,,,Office (1),,,,,,,"1,000 sqft",,
27716253,,,Commercial and office space,,2013,,Commercial (1),,,,,,,"6,000 sqft",,
27723581,"25,295 sqft",,Commercial and office space,,Unknown age,,Commercial (1),,,,,"3,340 sqft",,"3,340 sqft",,
27724917,,,Commercial and office space,,2007,,Commercial (1),,,,,960 sqft,,"1,280 sqft",,
27725317,,,Commercial only,,,,Commercial (1),,,,,,,"7,017 sqft",,
27725338,,,Commercial only,,2013,,Commercial (1),,,,,,,"4,571 sqft",,
27726990,,,Industrial only,,2010,,Industrial (1),,,,,"1,885 sqft",,"2,405 sqft",,
27728226,,,Commercial and office space,,,,Commercial (1),,,,,,,"1,100 sqft",Local,
27729067,,,Commercial only,,,,Commercial (1),,,,,,,"1,600 sqft","Accounting, Arts and Crafts, Bakery, Beauty salon, Bookstore, Butcher shop, Caterer, Candy/Chocolate shop, Restaurant, Grocery store",
27736841,"19,063 sqft",,Commercial and residential,,1992,,Commercial (1),,,,,,,900 sqft,,
27741037,"6,011 sqft",,Commercial and office space,,1956,,Commercial (1),,,,,"3,128 sqft",,"4,937 sqft",,
27746072,,,Commercial and office space,,,,Commercial (1),,,,,,,"3,400 sqft",,
27756999,,,Offices only,,,,Office (1),,,,,,,100 sqft,,
27777286,,,Commercial and office space,,,,Commercial (1),,,,,,,"4,527 sqft",,
27786058,Residential,,,,,,,,,,,,,,,
27791619,,,Commercial only,,,,Commercial (1),,,,,,,"8,000 sqft",Commercial,
27799490,,,Commercial and office space,,1964,,Commercial (1),,,,,,,630 sqft,,
27820220,,,Commercial and office space,,,,Commercial (1),,,,,"1,503 sqft",,"1,500 sqft",,
27828625,,,Commercial and office space,,", Being converted",,Commercial (1),,,,,,,"12,000 sqft",,
27828748,,,Commercial only,,,,Commercial (1),,,,,,,"2,752 sqft",,
27829321,,,Commercial only,,1947,,Office (1),,,,,,,952 sqft,,
27831782,"28,300 sqft",,Commercial only,,1977,,Commercial (1),,,,,"2,280 sqft",,"6,700 sqft",,
27847958,,,Commercial only,,,,Commercial (1),,,,,,,"3,744 sqft",,
27868578,,,Offices only,,,,Warehouse (1),,,,,,,"2,000 sqft",,
27868963,,,Offices only,,,,Office (1),,,,,"4,563 sqft",,"9,139 sqft",,
27875043,,,Commercial only,,,,Commercial (1),,,,,,,760 sqft,,
27876242,,,Commercial and industrial,,,,Commercial (1),,,,,,,"5,500 sqft",Other,
27881819,,,Commercial only,,1965,,Commercial (1),,,,,,,750 sqft,,
27900135,,,Commercial and office space,,,,Commercial (1),,,,,635 sqft,,635 sqft,,
27914147,"7,605 sqft",,Commercial and office space,,2000,,Commercial (1),,,,,,,"4,587 sqft",,
27915865,,,Commercial only,,,,Commercial (3),,,,,,,"From 1,894 sqft to 6,272 sqft",,
27921025,"8,184 sqft",,Commercial only,,,,Commercial (1),,,,,"7,481 sqft",,"3,495 sqft",Restaurant,
27941324,,,Commercial and office space,,2007,,Commercial (1),,,,,,,460 sqft,,
27945035,,,Commercial and office space,,,,Office (1),,,,,,,600 sqft,,
27947851,,,Commercial only,,Unknown age,,Commercial (1),,,,,,,"2,539 sqft",,
27956483,"81,227 sqft",,Commercial only,,Unknown age,,Commercial (1),,,,,,,"2,500 sqft",Restaurant,
27965182,"7,376 sqft",,Commercial and residential,,Unknown age,,Commercial (3),,,,,"2,912 sqft",,"From 1 sqft to 1,601 sqft",,
27974448,"8,184 sqft",,Offices only,,,,Office (1),,,,,"7,481 sqft",,300 sqft,,
28003189,"86,832 sqft",,Commercial only,,1989,,Commercial (1),,,,,,,"1,158 sqft",,
28008665,,,Offices only,,,,Office (1),,,,,,,985 sqft,,
28013844,"2,300 sqft",,Commercial only,,2012,,Commercial (1),,,,,,,"2,300 sqft","Coffee/Donuts, Laundromat",
28015605,"4,371 sqft",,Commercial and office space,,1987,,Commercial (1),,,,,"1,102 sqft",,900 sqft,,
28030931,"8,416 sqft",,Commercial and office space,,,,Commercial (1),,,,,,,"1,083 sqft",,
28040522,"50,646 sqft",,Commercial and office space,,1972,,Office (1),,,,,,,"1,450 sqft",,
28050783,,,Commercial and office space,,,,Office (1),,,,,,,660 sqft,,
28055430,,,Commercial and office space,,,,Office (1),,,,,,,"2,994 sqft",,
28065500,,,Commercial and office space,,,,Commercial (1),,,,,,,855 sqft,,
28079705,,,Commercial and office space,,Unknown age,,Office (1),,,,,"1,800 sqft",,"1,800 sqft",,
28083769,"5,495 sqft",,Commercial only,,1974,,Commercial (3),,,,,"1,952 sqft",,"From 850 sqft to 3,700 sqft",,
28084169,,,Commercial and office space,,,,Commercial (1),,,,,,,"1,350 sqft",,
28091248,,,Commercial only,,,,Commercial (1),,,,,,,"2,800 sqft",,
28091259,,,Commercial and office space,,1973,,Office (1),,,,,,,"3,250 sqft",,
28118772,,,Commercial only,,1990,,Commercial (1),,,,,,,830 sqft,"Travel agency, Jewellery store, Butcher shop, Bakery, Laundromat, Deli/Cheese shop, Shoe repair shop, Candy/Chocolate shop, Ice cream shop, Florist, Dry-cleaning, Pastry shop",
28118817,,,Commercial and office space,,,,Office (1),,,,,,,"1,300 sqft",,
28126760,"9,389 sqft",,Commercial and office space,,1978,,Commercial (1),,,,,,,"9,386 sqft",,
28127008,,,Commercial only,,"Unknown age, Century",,Commercial (1),,,,,888 sqft,,888 sqft,,
28128788,,,Commercial and industrial,,"To be built, New",,Industrial (1),,,,,,,"2,592 sqft",Other,
28133834,,,Industrial only,,,,Industrial (1),,,,,,,"1,200 sqft",Other,
28134691,"2,127 sqft",,Commercial and residential,,1980,,Commercial (1),,,,,"6,127 sqft",,"3,500 sqft",Restaurant,
28137729,"9,088 sqft",,Commercial and residential,,Unknown age,,Warehouse (1),,,,,,,"1,000 sqft",,
28157113,,,Commercial and office space,,,,Commercial (1),,,,,,,"1,200 sqft",Boutique,
28159173,,,Industrial only,,"Under construction, New",,Industrial (1),,,,,"16,000 sqft",,"16,000 sqft",,
28176612,,,Commercial and office space,,1990,,Commercial (1),,,,,,,"1,286 sqft",,
28181297,,,Commercial only,,,,Commercial (1),,,,,"1,400 sqft",,"1,400 sqft",,
28190594,,,Commercial and office space,,1990,,Office (1),,,,,,,770 sqft,,
28191547,"1,538 sqft",,Commercial only,,Unknown age,,Commercial (1),,,,,"1,500 sqft",,"1,500 sqft",,
28209980,,,Industrial and offices,,,,Industrial (1),,,,,,,"9,600 sqft",Other,
28216867,,,Commercial and office space,,,,Office (1),,,,,,,529 sqft,Other,
28222455,,,Commercial and office space,,1984,,Commercial (1),,,,,,,"1,371 sqft",,
28239666,"6,188 sqft",,Offices only,,1930,,Office (1),,,,,,,"8,200 sqft",,
28239698,,,Commercial and office space,,,,"Commercial (1), Office (3)",,,,,,,"From 500 sqft to 5,922 sqft",,
28243921,,,Commercial and office space,,1989,,Office (1),,,,,,,"2,475 sqft",,
28248612,"26,608 sqft",,Offices only,,1985,,Office (1),,,,,"4,800 sqft",,1 sqft,Video store,
28253573,Residential,,,,,,,,,,,,,,,
28261213,,,Commercial and office space,,,,Commercial (1),,,,,,,"1,936 sqft",Variety store,
28273167,,,Commercial only,,Unknown age,,Commercial (1),,,,,,,"1,900 sqft",,
28297265,,,Commercial and office space,,,,Office (1),,,,,,,103 sqft,,
28300836,,,Commercial only,,Unknown age,,Commercial (1),,,,,"3,000 sqft",,"3,000 sqft",,
28313853,,,Commercial and office space,,"To be built, New",,"Commercial (1), Office (1)",,,,,,,"From 12,000 sqft to 24,000 sqft","Pet shop, Butcher shop, Bakery, Boutique, Deli/Cheese shop, Fruits and vegetables, Florist, Pharmacy, Grocery store, Restaurant, Beauty salon",
28328177,"15,596 sqft",,Commercial only,,"To be built, New",,Commercial (1),,,,,"4,670 sqft",,"4,570 sqft",,
28340720,,,Offices only,,1982,,Office (1),,,,,,,149 sqft,,
28340957,,,Commercial only,,,,Commercial (1),,,,,,,"30,000 sqft",,
28342790,"30,871 sqft",,Commercial only,,1979,,Commercial (1),,,,,,,"2,343 sqft",,
28349238,,,Offices only,,,,Commercial (1),,,,,,,150 sqft,,
28351934,,,Commercial only,,,,Commercial (1),,,,,,,416 sqft,,
28356493,,,Commercial and residential,,1963,,Commercial (1),,,,,,,600 sqft,Boutique,
28358044,"30,165 sqft",,Offices only,,1989,,Office (1),,,,,975 sqft,,975 sqft,,
28385575,,,Commercial and office space,,,,Office (1),,,,,,,"1,920 sqft","Health centre, Offices",
28385682,,,Offices only,,,,Commercial (1),,,,,,,"2,200 sqft",,
28386668,,,Offices only,,2013,,Office (1),,,,,,,"2,280 sqft",,
28391988,,,Commercial and office space,,,,Commercial (1),,,,,,,104 sqft,,
28394293,"4,873 sqft",,Commercial and office space,,Unknown age,,Commercial (1),,,,,,,"1,036 sqft",,
28400279,,,Commercial only,,,,Commercial (1),,,,,,,"1,121 sqft",,
28401585,,,Commercial only,,,,Commercial (1),,,,,,,840 sqft,,
28409619,,,Offices only,,,,Office (1),,,,,,,"1,200 sqft",,
28417298,,,Offices only,,2017,,Commercial (1),,,,,,,262 sqft,,
28417796,,,Commercial only,,,,Commercial (1),,,,,,,"2,800 sqft",,
28423413,,,Commercial only,,,,Commercial (1),,,,,,,350 sqft,,
28436789,,,Offices only,,Unknown age,,Office (1),,,,,,,"2,236 sqft",,
28438508,,,Commercial only,,Unknown age,,Commercial (1),,,,,,,"1,550 sqft",,
28453825,"16,475 sqft",,Offices only,,,,Office (1),,,,,"2,650 sqft",,"2,650 sqft",,
28458613,,,Commercial only,,"1950, Being converted",,Commercial (1),,,,,,,"6,000 sqft",Restaurant,
28488257,"2,150 sqft",,Commercial and residential,,1953,,Commercial (1),,,,,"1,447 sqft",,"1,445 sqft",,
28490743,,,Commercial only,,2003,,Commercial (1),,,,,,,"2,100 sqft",,
28503407,,,Offices only,,,,Office (1),,,,,,,"1,300 sqft",Offices,
28514928,,,Commercial and office space,,,,Commercial (1),,,,,,,130 sqft,,
28527730,,,Commercial and office space,,1900,,Office (1),,,,,,,"1,020 sqft",,
28550610,"66,616 sqft",,Commercial and office space,,1972,,Commercial (1),,,,,"5,389 sqft",,"5,389 sqft",,
28557924,"51,877 sqft",,Commercial and office space,,Unknown age,,Commercial (1),,,,,"1,374 sqft",,"1,880 sqft",,
28570094,,,Commercial and office space,,,,Office (1),,,,,,,232 sqft,,
28578129,,,Commercial and office space,,Unknown age,,Commercial (1),,,,,,,"2,000 sqft",,
28583992,,,Commercial only,,,,Commercial (1),,,,,700 sqft,,700 sqft,,
28588145,"176,897 sqft",,Commercial and office space,,2011,,Commercial (1),,,,,"3,506 sqft",,"3,506 sqft",,
28592439,,,Commercial and office space,,,,Office (1),,,,,,,"2,770 sqft",Professional Offices,
28597121,,,Offices only,,Unknown age,,Office (1),,,,,,,"1,973 sqft",,
28600488,,,Offices only,,,,Office (1),,,,,,,"3,000 sqft",,
28607364,,,Commercial only,,1978,,Commercial (1),,,,,"4,000 sqft",,"3,696 sqft",Daycare centre,
28619046,,,Industrial and offices,,"To be built, New",,Commercial (1),,,,,"4,000 sqft",,"4,000 sqft",,
28627551,,,Commercial and office space,,"To be built, New",,Commercial (1),,,,,,,"1,630 sqft",,
28652663,"152,440 sqft",,Industrial and offices,,1976,,Industrial (1),,,,,,,1 sqft,,
28656015,,,Offices only,,,,Office (5),,,,,,,"From 874 sqft to 6,314 sqft",,
28657552,"11,051 sqft",,Commercial and office space,,1983,,Office (1),,,,,,,"2,766 sqft",offices,
28667912,"7,564 sqft",,Commercial only,,Unknown age,,Commercial (2),,,,,"7,488 sqft",,"From 2,200 sqft to 7,262 sqft",,
28669839,,,Commercial and office space,,,,Commercial (1),,,,,,,445 sqft,,
28673914,,,Commercial only,,1990,,Commercial (1),,,,,,,830 sqft,"Travel agency, Jewellery store, Butcher shop, Bakery, Laundromat, Deli/Cheese shop, Shoe repair shop, Candy/Chocolate shop, Ice cream shop, Florist, Dry-cleaning, Pastry shop",
28682406,,,Commercial and residential,,1928,,Commercial (1),,,,,845 sqft,,1 sqft,,
28690132,,,Commercial and office space,,,,Office (1),,,,,,,815 sqft,Office,
28703769,,,Commercial and industrial,,2005,,Industrial (1),,,,,"6,525 sqft",,"6,525 sqft",,
28708152,,,Commercial only,,,,Commercial (1),,,,,,,"4,000 sqft",COFFEE SHOP/DAYCARE/OFFICE,
28717064,,,Offices only,,1953,,Office (1),,,,,,,465 sqft,Other,
28731179,,,Industrial and offices,,,,Warehouse (1),,,,,"9,000 sqft",,"9,000 sqft",,
28733706,,,Commercial only,,Unknown age,,Commercial (1),,,,,,,95 sqft,,
28738624,900 sqft,,Commercial and office space,,,,Commercial (1),,,,,,,900 sqft,,
28741124,,,Commercial and residential,,,,Commercial (1),,,,,,,960 sqft,Other,
28751179,,,Commercial and office space,,"Under construction, New",,Commercial (2),,,,,,,"From 2,575 sqft to 5,175 sqft",,
28752599,"13,117 sqft",,Commercial only,,,,Office (1),,,,,,,"1,100 sqft",,
28753512,,,Offices only,,Unknown age,,Office (1),,,,,,,195 sqft,Professional,
28761349,,,Offices only,,1974,,Office (1),,,,,"3,783 sqft",,"3,783 sqft",,
28773773,,,Commercial only,,1887,,Commercial (1),,,,,,,"1,263 sqft",Restaurant,
28774905,,,Commercial and office space,,1971,,Commercial (1),,,,,,,"1,600 sqft",,
28778232,,,Commercial only,,,,Commercial (1),,,,,,,800 sqft,,
28791059,,,Commercial and industrial,,,,Warehouse (1),,,,,,,900 sqft,,
28805134,,,Commercial only,,,,Commercial (1),,,,,,,"2,000 sqft",Commercial,
28809359,,,Commercial only,,Unknown age,,Commercial (1),,,,,,,666 sqft,Restaurant,
28817334,,,Offices only,,,,Commercial (1),,,,,,,"3,800 sqft",,
28821181,,,Commercial only,,1965,,Commercial (1),,,,,,,200 sqft,,
28828054,,,Commercial and office space,,"To be built, New",,Commercial (1),,,,,,,"1,500 sqft",,
28830832,,,Commercial and office space,,,,Office (1),,,,,,,"3,800 sqft",,
28831518,,,Commercial and office space,,,,Commercial (1),,,,,,,"1,800 sqft",,
28834030,,,Commercial and office space,,,,Commercial (1),,,,,,,"1,800 sqft",,
28835384,,,Commercial only,,,,Commercial (1),,,,,,,"1,100 sqft","Travel agency, Antique, Bar, Boutique",
28836987,,,Commercial only,,1970,,Office (1),,,,,,,"2,500 sqft",Other,
28837507,,,Industrial only,,2015,,Industrial (1),,,,,,,"15,000 sqft",,
28842517,,,Commercial only,,,,Commercial (1),,,,,,,700 sqft,Other,
28854430,,,Commercial only,,Unknown age,,Commercial (1),,,,,"8,600 sqft",,"8,600 sqft",,
28859396,,,Commercial and office space,,2017,,Office (1),,,,,,,"1,400 sqft",,
28860687,,,Commercial and industrial,,Unknown age,,Commercial (2),,,,,,,"From 2,000 sqft to 4,300 sqft",Other,
28866919,,,Commercial only,,Unknown age,,Commercial (1),,,,,,,"1,700 sqft",,
28875967,,,Commercial only,,Unknown age,,Commercial (1),,,,,,,"8,900 sqft",,
28879042,,,Industrial only,,1967,,Industrial (1),,,,,"9,000 sqft",,"9,000 sqft",,
28890091,,,Commercial and office space,,2013,,"Commercial (2), Office (1)",,,,,,,"From 500 sqft to 3,200 sqft",,
28900050,"95,773 sqft",,Commercial only,,1974,,Commercial (1),,,,,"27,532 sqft",,"2,822 sqft",,
28916987,,,Offices only,,,,Office (1),,,,,,,"2,500 sqft",,
28919146,"5,000 sqft",,Commercial and office space,,1956,,Commercial (1),,,,,,,"1,700 sqft",,
28919744,"4,746 sqft",,Offices only,,Unknown age,,Office (1),,,,,,,"1,104 sqft",,
28920829,,,Commercial and office space,,1940,,Commercial (1),,,,,,,"1,600 sqft",,
28922141,,,Offices only,,1885,,Office (1),,,,,,,"3,300 sqft",,
28922506,,,Offices only,,1928,,Office (1),,,,,,,"12,000 sqft",,
28928721,,,Offices only,,,,Office (1),,,,,,,164 sqft,,
28933390,"6,425 sqft",,Commercial only,,1970,,Commercial (1),,,,,"2,100 sqft",,"4,300 sqft",,
28935739,,,Commercial and office space,,,,Commercial (1),,,,,"2,400 sqft",,"2,400 sqft",,
28950381,"70,383 sqft",,Offices only,,1967,,Office (1),,,,,"7,463 sqft",,"7,463 sqft",Other,
28971980,,,Commercial and residential,,Unknown age,,Commercial (1),,,,,260 sqft,,260 sqft,,
28973141,,,Commercial only,,1945,,Commercial (1),,,,,,,"7,625 sqft",,
28979100,,,Commercial and office space,,,,Commercial (1),,,,,,,"5,500 sqft",Other,
28995441,"8,389 sqft",,Commercial and office space,,2010,,Office (1),,,,,,,145 sqft,"Health centre, Photo studio, Accounting, Massotherapy, Home care, Other",
28996753,,,Commercial and office space,,,,Commercial (1),,,,,,,800 sqft,,
8457034,,,Offices only,,1836,,Office (1),,,,,,,"1,345 sqft",,
8575960,,,Commercial and office space,,,,Office (1),,,,,,,1 sqft,,
8650057,,,Commercial and office space,,1947,,Commercial (1),,,,,,,218 sqft,,
8725739,,,Commercial and office space,,1933,,Commercial (1),,,,,,,"1,247 sqft",,
8770742,,,Commercial and office space,,"Unknown age, Historic",,Office (1),,,,,,,"1,700 sqft",,
8771988,"99,154 sqft",,Industrial and offices,,1987,,Industrial (1),,,,,"45,684 sqft",,"45,684 sqft",,
9011536,,,Commercial only,,"1950, Being converted",,Commercial (1),,,,,,,"1,500 sqft",Restaurant,
