0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
mls_number,Lot area,Zoning,Use of property,Building style,Year built,Fireplace/Stove,Number of units,Residential units,Main unit,Potential gross revenue,Additional features,Building area,Parking,Available area,Type of business,Pool
24677184,,,Offices only,,2013,,Office (1),,,,,,,520 sqft,,
24681555,,,Commercial and residential,,1947,,Commercial (1),,,,,800 sqft,,800 sqft,,
24702609,,,Commercial and office space,,,,Commercial (1),,,,,,,"1,100 sqft",,
24710562,,,Offices only,,,,Office (1),,,,,"1,750 sqft",,"1,750 sqft",,
24711485,"32,675 sqft",,Commercial only,,Unknown age,,Commercial (1),,,,,"6,536 sqft",,"7,200 sqft",,
24712022,,,Commercial and office space,,,,Commercial (1),,,,,,,652 sqft,,
24716374,,,Offices only,,,,Office (1),,,,,,,"3,100 sqft",,
24739528,,,Commercial and office space,,1960,,Office (1),,,,,"1,440 sqft",,"1,440 sqft",Other,
24745844,,,Commercial and office space,,1970,,Office (1),,,,,"1,554 sqft",,"1,554 sqft",,
24747640,,,Commercial and office space,,1987,,Warehouse (1),,,,,,,"4,300 sqft",Warehouse,
24751403,,,Industrial only,,2010,,Industrial (1),,,,,"4,095 sqft",,"5,345 sqft",,
24763928,,,Commercial only,,,,Commercial (1),,,,,450 sqft,,450 sqft,,
24764274,"19,558 sqft",,Offices only,,1981,,Office (4),,,,,"16,928 sqft",,"From 600 sqft to 5,706 sqft",,
24768389,,,Commercial and office space,,"To be built, New",,Commercial (1),,,,,"23,814 sqft",,"23,814 sqft",,
24769950,,,Offices only,,,,Office (1),,,,,"2,650 sqft",,"2,650 sqft",,
24775826,,,Offices only,,,,Office (1),,,,,,,"2,072 sqft",,
24776079,,,Commercial and office space,,,,Office (1),,,,,,,"2,200 sqft",,
24778233,,,Commercial and office space,,"To be built, New",,Commercial (1),,,,,,,"1,780 sqft",,
24779103,,,Commercial and office space,,1980,,Commercial (1),,,,,,,"1,264 sqft",Tobacco shop,
24803701,,,Industrial and offices,,,,Industrial (4),,,,,,,"From 1,650 sqft to 9,900 sqft",,
24804262,Resort,,,,,,,,,,,,,,,
24810183,,,Offices only,,,,Commercial (1),,,,,,,126 sqft,,
24827442,,,Commercial and office space,,,,Commercial (1),,,,,,,"1,350 sqft",,
24861175,,,Commercial and office space,,,,Office (1),,,,,,,121 sqft,,
24872804,"13,200 sqft",,Offices only,,1975,,Office (1),,,,,"6,282 sqft",,120 sqft,Health centre,
24876612,,,Offices only,,,,Office (1),,,,,,,520 sqft,,
24884234,,,Industrial only,,2008,,Industrial (1),,,,,,,"3,900 sqft",,
24908806,,,Offices only,,2003,,Office (1),,,,,"2,500 sqft",,525 sqft,Professionnal Services,
24908995,,,Commercial and office space,,Unknown age,,Commercial (1),,,,,"2,500 sqft",,"2,500 sqft",Other,
24921709,"22,512 sqft",,Commercial only,,2015,,Office (1),,,,,,,"1,200 sqft",,
24956505,,,Commercial and office space,,,,Commercial (1),,,,,,,"2,061 sqft",,
24974942,,,Commercial and office space,,1964,,Commercial (1),,,,,,,375 sqft,,
24987471,,,Commercial and office space,,"To be built, New",,Commercial (1),,,,,,,"2,200 sqft",,
24992889,,,Offices only,,,,Office (1),,,,,,,"8,000 sqft",,
24993932,,,Commercial and office space,,,,Commercial (1),,,,,,,600 sqft,,
24995637,,,Commercial and industrial,,,,Industrial (1),,,,,,,"10,000 sqft",,
24998833,,,Offices only,,1979,,Office (1),,,,,,,"1,050 sqft",,
25008203,,,Offices only,,,,Office (1),,,,,117 sqft,,117 sqft,,
25008919,,,Commercial only,,2002,,Commercial (1),,,,,,,"1,147 sqft",,
25009518,,,Commercial and industrial,,1988,,Industrial (1),,,,,,,"3,268 sqft",,
25009550,,,Commercial and office space,,,,Commercial (1),,,,,,,"2,565 sqft",,
25014578,,,Commercial and office space,,1952,,Office (1),,,,,"2,000 sqft",,"2,000 sqft",,
25019098,,,Commercial only,,,,Commercial (1),,,,,,,505 sqft,,
25027522,,,Offices only,,,,Office (1),,,,,,,214 sqft,,
25030262,,,Commercial and office space,,2015,,Commercial (1),,,,,,,"1,500 sqft",,
25035597,,,Offices only,,Unknown age,,Office (1),,,,,,,700 sqft,,
25050260,,,Commercial only,,,,Commercial (1),,,,,,,"1,254 sqft",,
25053167,"66,317 sqft",,Offices only,,2009,,Office (1),,,,,,,"9,438 sqft",Computing equipment,
25069921,,,Commercial and office space,,1946,,Commercial (1),,,,,,,"1,000 sqft",,
25078736,"28,449 sqft",,Commercial and industrial,,2015,,Commercial (1),,,,,"8,266 sqft",,"8,266 sqft",,
25084004,,,Offices only,,Unknown age,,Office (1),,,,,"1,035 sqft",,"1,035 sqft",,
25084158,,,Commercial only,,Unknown age,,Commercial (2),,,,,,,"From 2,411 sqft to 5,256 sqft",,
25108611,,,Commercial and office space,,,,Commercial (1),,,,,,,"1,350 sqft",,
25113539,,,Commercial only,,,,Commercial (1),,,,,,,800 sqft,,
25123253,,,Commercial only,,,,Commercial (1),,,,,,,"1,350 sqft",,
25123752,,,Commercial and office space,,2012,,Office (2),,,,,,,"From 950 sqft to 2,250 sqft",,
25127287,,,Commercial and office space,,Unknown age,,Office (1),,,,,,,"1,800 sqft",,
25130430,,,Commercial and industrial,,,,Industrial (1),,,,,,,"4,000 sqft",,
25135836,,,Commercial only,,,,Commercial (1),,,,,,,58 sqft,,
25139501,"40,900 sqft",,Commercial and office space,,1960,,Commercial (1),,,,,"15,000 sqft",,500 sqft,,
25152005,"42,910 sqft",,Commercial only,,2001,,Commercial (1),,,,,,,"1,540 sqft",Hairdresser,
25175458,,,Commercial and office space,,,,Commercial (1),,,,,"5,200 sqft",,"5,200 sqft",,
25181041,,,Offices only,,2015,,Office (1),,,,,,,120 sqft,,
25187044,"25,000 sqft",,Commercial and office space,,1989,,Commercial (1),,,,,"8,526 sqft",,"17,052 sqft",,
25197443,,,Commercial and office space,,Unknown age,,Office (1),,,,,900 sqft,,900 sqft,"Dating agency, Travel agency, Health centre, Accounting, Daycare centre, Massotherapy",
25208114,,,Commercial only,,,,Commercial (1),,,,,,,"3,600 sqft",,
25216431,,,Commercial only,,,,Commercial (1),,,,,,,"6,793 sqft",,
25217768,,,Industrial and offices,,1986,,Industrial (1),,,,,"5,825 sqft",,"5,825 sqft",,
25219299,,,Offices only,,,,Office (1),,,,,,,146 sqft,,
25225296,"117,967 sqft",,Commercial and office space,,Unknown age,,Commercial (1),,,,,"6,000 sqft",,450 sqft,,
25225834,,,Commercial only,,,,Commercial (1),,,,,,,"1,377 sqft",,
25229904,,,Offices only,,,,Office (1),,,,,,,"1,950 sqft",,
25247325,,,Offices only,,2017,,Commercial (1),,,,,,,103 sqft,,
25280638,"100,000 sqft",,,,,,"Office (1), Warehouse (1)",,,,,,,"From 4,100 sqft to 40,174 sqft",,
25281908,,,Commercial and office space,,1944,,"Commercial (1), Office (2)",,,,,"2,200 sqft",,"From 300 sqft to 2,806 sqft",offices or retail,
25285332,,,Industrial and offices,,2015,,Industrial (1),,,,,,,"3,120 sqft",,
25287407,,,Commercial and office space,,,,Commercial (1),,,,,,,760 sqft,,
25303575,,,Commercial and office space,,"2015, New",,Commercial (1),,,,,"1,625 sqft",,"1,625 sqft",Restaurant,
25304160,,,Commercial and office space,,,,Office (1),,,,,,,"1,082 sqft",,
25312269,"2,450 sqft",,Commercial and office space,,1995,,Commercial (1),,,,,"1,400 sqft",,400 sqft,Other,
25333915,,,Commercial and industrial,,,,Commercial (1),,,,,,,"1,200 sqft",,
25335374,,,Commercial only,,"Under construction, New",,Commercial (1),,,,,,,"1,200 sqft",Commercial,
25337414,"6,627 sqft",,Commercial and industrial,,2015,,Commercial (1),,,,,"10,137 sqft",,"1,126 sqft",,
25346861,,,Commercial only,,2006,,Commercial (1),,,,,,,"1,787 sqft",,
25347132,"120,773 sqft",,Industrial and offices,,1990,,"Industrial (1), Office (1)",,,,,"10,772 sqft",,"From 3,222 sqft to 12,280 sqft",,
25347895,"7,734 sqft",,Offices only,,1942,,Office (1),,,,,,,197 sqft,,
25360209,,,Commercial only,,,,Office (1),,,,,760 sqft,,760 sqft,,
25363037,,,Offices only,,1853,,Office (1),,,,,,,133 sqft,,
25365622,,,Commercial only,,Unknown age,,Commercial (1),,,,,,,"1,200 sqft",Restaurant,
25367146,,,Commercial only,,2014,,Office (1),,,,,,,"5,000 sqft",,
25367795,"43,067 sqft",,Commercial and industrial,,"To be built, New",,Commercial (1),,,,,"8,260 sqft",,"1,237 sqft",,
25372880,"18,119 sqft",,Commercial and residential,,1953,,Commercial (1),,,,,,,"5,769 sqft",Daycare centre,
25404221,,,Commercial and residential,,"1860, Century",,Commercial (1),,,,,,,"4,200 sqft",,
25405759,,,Offices only,,2013,,Office (1),,,,,,,100 sqft,,
25420516,,,Commercial and industrial,,,,Industrial (1),,,,,,,"2,500 sqft",Other,
25441024,,,Commercial and office space,,1961,,Commercial (1),,,,,"2,381 sqft",,"3,038 sqft",,
25481767,,,Commercial and office space,,,,Commercial (1),,,,,950 sqft,,950 sqft,,
25485973,,,Offices only,,,,Office (1),,,,,,,100 sqft,,
25494204,"8,184 sqft",,Offices only,,,,Office (1),,,,,"7,481 sqft",,"1,744 sqft",,
25497444,,,Commercial and office space,,Unknown age,,Office (1),,,,,,,"1,432 sqft",,
25509488,,,Commercial and office space,,,,Commercial (1),,,,,,,850 sqft,,
25515805,,,Commercial only,,,,Commercial (1),,,,,,,"2,678 sqft",,
25534645,,,Commercial and office space,,,,Commercial (1),,,,,,,660 sqft,,
25546064,,,Offices only,,,,Office (1),,,,,,,140 sqft,,
25552597,,,Commercial and industrial,,Unknown age,,Commercial (1),,,,,,,"180,000 sqft",,
25564737,"Commercial, Residential",,,,,,,,,,,,,,,
25574141,,,Commercial and residential,,,,Commercial (1),,,,,,,"10,000 sqft",,
25590338,,,Commercial and office space,,1989,,Office (1),,,,,,,900 sqft,,
25599000,,,Industrial only,,,,Industrial (1),,,,,"2,700 sqft",,"2,700 sqft",,
25603465,,,Commercial only,,2008,,Commercial (1),,,,,,,"2,860 sqft",Other,
25618237,,,Offices only,,1961,,Office (1),,,,,"1,100 sqft",,"1,100 sqft",,
25621870,,,Offices only,,2013,,Commercial (1),,,,,,,740 sqft,,
25622397,"81,436 sqft",,Commercial and office space,,2013,,Commercial (1),,,,,"2,826 sqft",,"2,826 sqft",,
25623901,,,Commercial only,,2016,,Commercial (1),,,,,,,409 sqft,,
25625846,,,Commercial and industrial,,1989,,Industrial (4),,,,,"5,000 sqft",,"From 1,250 sqft to 5,000 sqft",,
25634617,,,Commercial only,,1963,,Commercial (1),,,,,,,900 sqft,,
25658348,,,Offices only,,,,Office (1),,,,,"1,200 sqft",,"1,200 sqft",Other,
25660968,"7,521 sqft",,Commercial only,,"1896, Century",,Commercial (1),,,,,"17,965 sqft",,"4,000 sqft",,
25661191,,,Commercial only,,,,Commercial (1),,,,,,,"2,770 sqft",,
25674616,"120,556 sqft",,Commercial and office space,,2017,,Commercial (1),,,,,,,"1,300 sqft",,
25675911,,,Offices only,,,,Office (1),,,,,,,"4,500 sqft",,
25679446,,,Industrial only,,,,Industrial (1),,,,,,,"20,437 sqft",,
25683058,"17,369 sqft",,Commercial only,,2006,,Commercial (1),,,,,,,540 sqft,Other,
25689984,,,Commercial only,,1949,,Commercial (1),,,,,,,"2,121 sqft",Other,
25693693,,,Commercial only,,,,Commercial (1),,,,,,,"2,324 sqft",,
25701056,,,Commercial only,,,,Commercial (1),,,,,,,800 sqft,Restaurant,
25709100,,,Commercial and office space,,"Under construction, New",,Commercial (1),,,,,,,1 sqft,Other,
25721007,,,Commercial only,,,,Commercial (1),,,,,,,"7,696 sqft",,
25737867,,,Offices only,,2016,,Office (1),,,,,,,600 sqft,Other,
25750795,,,Commercial and office space,,,,Commercial (1),,,,,,,"5,920 sqft",,
25759977,,,Offices only,,2017,,Commercial (1),,,,,,,"2,000 sqft",,
25773037,,,Commercial only,,,,Commercial (1),,,,,,,"1,863 sqft",,
25773170,,,Commercial and office space,,2013,,Commercial (1),,,,,,,"1,300 sqft",,
25782085,,,Commercial only,,1949,,Office (1),,,,,,,"1,765 sqft",Variety store,
25782170,,,Commercial and office space,,1948,,Commercial (1),,,,,,,"2,220 sqft",,
25805431,,,Commercial only,,,,Commercial (1),,,,,,,526 sqft,,
25807422,,,Commercial and office space,,,,Commercial (1),,,,,"2,000 sqft",,"2,000 sqft",,
25811755,,,Commercial and office space,,,,Commercial (1),,,,,,,600 sqft,,
25822414,,,Commercial and industrial,,1997,,Commercial (3),,,,,"51,626 sqft",,"From 1,002 sqft to 7,770 sqft",,
25822786,,,Offices only,,"2017, New",,Office (1),,,,,,,115 sqft,,
25837774,"22,111 sqft",,Commercial and industrial,,"1900, Historic",,Commercial (1),,,,,"7,950 sqft",,"2,400 sqft",,
25843247,,,Commercial and office space,,,,Office (1),,,,,,,850 sqft,,
25845522,,,Commercial and office space,,,,Commercial (1),,,,,,,"1,321 sqft",,
25860065,,,Commercial and office space,,,,Commercial (1),,,,,,,"2,150 sqft",,
25868972,,,Offices only,,", Historic",,Commercial (1),,,,,,,"2,599 sqft",,
25875280,,,Commercial and office space,,1964,,Commercial (1),,,,,,,160 sqft,,
25878386,,,Commercial and office space,,2005,,Office (1),,,,,,,"1,250 sqft",,
25881244,,,Commercial and office space,,Unknown age,,Commercial (1),,,,,,,"1,070 sqft",Other,
25887144,,,Commercial and office space,,Unknown age,,Office (1),,,,,,,"2,391 sqft",,
25891036,,,Commercial only,,,,Commercial (1),,,,,,,"1,500 sqft",,
25898991,"101,088 sqft",,Commercial only,,Unknown age,,Commercial (1),,,,,,,"2,273 sqft",,
25900106,,,Commercial and office space,,,,Commercial (2),,,,,"6,615 sqft",,"From 4,038 sqft to 13,781 sqft",Decoration,
25902639,,,Commercial only,,2003,,Commercial (1),,,,,,,"1,700 sqft",,
25928694,,,Commercial only,,1974,,Commercial (1),,,,,,,"1,493 sqft",,
25929867,,,Commercial only,,,,Commercial (1),,,,,,,"1,690 sqft",,
25936261,,,Commercial and office space,,,,Office (1),,,,,,,"1,750 sqft",,
25936583,,,Offices only,,,,Office (1),,,,,"2,863 sqft",,"2,863 sqft",,
25952528,,,Commercial only,,,,Commercial (1),,,,,,,"2,100 sqft",Daycare centre,
25954393,,,Commercial only,,Unknown age,,Commercial (1),,,,,,,634 sqft,Other,
25959665,,,Commercial only,,,,Commercial (1),,,,,,,519 sqft,,
25964543,,,Commercial and office space,,2012,,Commercial (1),,,,,,,"1,066 sqft",,
25964997,,,Offices only,,1945,,Office (1),,,,,,,88 sqft,,
25965501,,,Commercial and office space,,,,Commercial (1),,,,,,,"2,000 sqft",,
25982295,,,Commercial and office space,,Unknown age,,Commercial (1),,,,,,,"8,900 sqft",,
26022231,,,Offices only,,,,Office (1),,,,,,,151 sqft,,
26029071,,,Commercial and office space,,,,Commercial (1),,,,,,,"2,993 sqft",,
26032915,,,Commercial and office space,,,,Office (1),,,,,,,850 sqft,,
26046737,,,Commercial only,,Unknown age,,Commercial (1),,,,,,,"1,161 sqft",,
26049585,,,Commercial only,,1922,,Commercial (1),,,,,,,"3,800 sqft",Restaurant,
26061255,,,Commercial only,,1974,,Commercial (1),,,,,,,"1,270 sqft",,
26075886,,,Commercial and office space,,1980,,Office (4),,,,,,,"From 362 sqft to 2,465 sqft",Other,
26098394,,,Offices only,,,,Office (1),,,,,,,"1,148 sqft",Other,
26101885,,,Commercial and office space,,1875,,Office (1),,,,,,,"2,450 sqft",,
26105350,,,Commercial only,,,,Commercial (1),,,,,,,"5,200 sqft",,
26108730,,,Commercial and office space,,1964,,Commercial (1),,,,,,,"1,400 sqft",,
26109145,,,Commercial and office space,,,,Office (1),,,,,,,"2,881 sqft",,
26129975,,,Commercial only,,,,Commercial (1),,,,,,,770 sqft,,
26132674,,,Commercial and office space,,2017,,Commercial (1),,,,,,,987 sqft,,
26135136,"5,073 sqft",,Commercial and office space,,1938,,Commercial (1),,,,,,,750 sqft,"Accounting, Health centre, Travel agency, Apiculture, Dealer, Tanning salon, Massotherapy, Beauty salon, Hairdresser - Men's, Photo studio",
26139244,"126,724 sqft",,Industrial only,,1984,,Industrial (1),,,,,"35,932 sqft",,"35,932 sqft",,
26139346,,,Commercial and office space,,1902,,Commercial (1),,,,,,,"2,181 sqft",,
26140508,,,Commercial and office space,,,,Office (1),,,,,,,250 sqft,,
26148307,,,Offices only,,,,Office (1),,,,,,,"3,000 sqft",Health centre,
26148871,"4,923 sqft",,Commercial and office space,,"1780, Century",,Commercial (1),,,,,,,"3,230 sqft",Restaurant,
26151035,,,Commercial and office space,,"To be built, New",,Commercial (1),,,,,"17,000 sqft",,"8,500 sqft",,
26151759,,,Industrial and offices,,,,Industrial (1),,,,,,,"3,416 sqft",Other,
26152541,,,Commercial and office space,,"1915, Century",,Office (1),,,,,,,"1,650 sqft",,
26154103,,,Commercial and office space,,1980,,Commercial (1),,,,,,,"1,708 sqft",,
26170373,,,Commercial and office space,,,,Office (1),,,,,"7,000 sqft",,"21,000 sqft",,
26172072,,,Commercial only,,,,Commercial (1),,,,,,,"7,042 sqft",,
26184754,"25,435 sqft",,Offices only,,"1904, Historic",,Office (1),,,,,"2,400 sqft",,"2,400 sqft",Accounting,
26197987,,,Commercial and office space,,,,Office (1),,,,,,,130 sqft,,
26206247,Residential,,,,,,,,,,,,,,,
26216378,,,Commercial and office space,,,,Office (1),,,,,,,"1,042 sqft",,
26216756,,,Commercial and office space,,2015,,Office (1),,,,,,,150 sqft,,
26222285,"257,827 sqft",,,,2006,,Warehouse (1),,,,,,,200 sqft,,
26248402,,,Commercial only,,"Under construction, New",,Commercial (1),,,,,,,"1,068 sqft",,
26272513,,,Industrial and offices,,,,Office (1),,,,,,,"1,400 sqft",,
26308729,,,Commercial and office space,,,,Commercial (1),,,,,,,770 sqft,,
26322459,,,Commercial and office space,,,,Commercial (1),,,,,,,"3,000 sqft",,
26330512,,,Commercial only,,2003,,Commercial (1),,,,,,,"7,200 sqft",,
26349139,,,Offices only,,,,Office (1),,,,,,,"5,500 sqft",,
26351599,,,Offices only,,,,Office (1),,,,,100 sqft,,100 sqft,,
26357721,,,Commercial and office space,,"2015, New",,Office (1),,,,,,,"4,500 sqft",,
26376155,,,Commercial and office space,,1967,,Commercial (1),,,,,,,"1,182 sqft",,
26382311,,,Commercial only,,,,Commercial (1),,,,,,,"1,223 sqft",,
26384294,"6,920 sqft",,Commercial and office space,,1946,,Commercial (1),,,,,"3,094 sqft",,72 sqft,Health or office,
26385012,,,Commercial and office space,,Unknown age,,Commercial (1),,,,,,,950 sqft,,
26385181,,,Industrial only,,,,Industrial (1),,,,,,,"1,400 sqft",Other,
26407905,,,Commercial and office space,,1998,,Commercial (1),,,,,,,590 sqft,,
26412982,,,Offices only,,1974,,Office (1),,,,,,,"1,700 sqft",,
26420405,,,Offices only,,,,Office (1),,,,,,,"2,046 sqft",Office,
26456250,"34,075 sqft",,ask for grid,,1969,,Commercial (1),,,,,"1,886 sqft",,"1,886 sqft",,
26458693,,,Commercial and office space,,,,Commercial (1),,,,,800 sqft,,800 sqft,,
26460213,,,Industrial only,,,,Industrial (1),,,,,"10,400 sqft",,"10,400 sqft",,
26460301,,,Commercial and office space,,2012,,Commercial (1),,,,,900 sqft,,900 sqft,,
26470679,"125,022 sqft",,Commercial and office space,,1991,,Commercial (1),,,,,,,"2,710 sqft",Other,
26485529,,,Commercial and office space,,,,Commercial (1),,,,,,,"1,800 sqft",,
26490218,,,Commercial and office space,,2000,,Commercial (1),,,,,"3,439 sqft",,"3,439 sqft",,
26503763,,,Offices only,,Unknown age,,Office (1),,,,,,,850 sqft,,
26509125,"292,326 sqft",,Commercial and office space,,2014,,Commercial (1),,,,,"20,451 sqft",,"5,000 sqft",Accounting,
26542240,,,Commercial and office space,,,,Office (1),,,,,,,"1,015 sqft",,
26547295,,,Offices only,,,,Office (1),,,,,,,105 sqft,,
26554127,,,Commercial and residential,,1865,,Commercial (1),,,,,,,832 sqft,Ice cream shop,
26568037,,,Commercial only,,,,Commercial (1),,,,,,,76 sqft,"Beauty salon, Massotherapy, Home care",
26569360,,,Commercial and office space,,1880,,Commercial (1),,,,,,,"1,771 sqft",,
26573709,,,Offices only,,2015,,Office (1),,,,,,,144 sqft,,
26586768,,,Commercial only,,,,Commercial (1),,,,,,,"2,500 sqft",,
26590497,,,Commercial and office space,,,,Commercial (1),,,,,,,"1,530 sqft",,
26594155,"8,516 sqft",,Commercial and office space,,,,Office (1),,,,,"2,200 sqft",,"2,200 sqft",Other,
26597113,,,Commercial only,,1992,,Commercial (1),,,,,,,"4,450 sqft",,
26611963,,,Commercial and office space,,,,Office (1),,,,,,,"5,000 sqft",,
26613662,,,Offices only,,1853,,Office (1),,,,,,,"1,430 sqft",,
26630401,,,Commercial and office space,,2007,,Commercial (1),,,,,,,"7,895 sqft",,
26634559,,,Offices only,,,,Office (1),,,,,465 sqft,,465 sqft,,
26640160,,,Commercial and office space,,Unknown age,,Office (1),,,,,,,"6,708 sqft",Variety store,
26641349,,,Offices only,,,,Office (1),,,,,,,840 sqft,,
26642675,,,Commercial and office space,,"To be built, New",,Commercial (1),,,,,"1,000 sqft",,"1,000 sqft",Health centre,
26665521,"11,905 sqft",,Commercial only,,1965,,Commercial (1),,,,,"1,679 sqft",,"1,679 sqft",Service station,
26673378,,,Commercial and residential,,,,Commercial (1),,,,,,,"1,350 sqft",,
26684715,,,Commercial and industrial,,,,"Office (1), Warehouse (1)",,,,,,,"From 2,600 sqft to 9,100 sqft",,
26684912,,,Commercial and industrial,,,,Commercial (1),,,,,"6,720 sqft",,"6,720 sqft",,
26692899,,,Offices only,,,,Office (1),,,,,,,"2,527 sqft",Other,
26698913,,,Commercial only,,,,Commercial (1),,,,,,,"2,500 sqft",,
26700240,,,Offices only,,,,Commercial (1),,,,,,,133 sqft,,
26715106,,,Commercial and industrial,,"2014, New",,Commercial (4),,,,,"11,900 sqft",,"From 2,671 sqft to 11,232 sqft",,
26719337,,,Offices only,,,,Office (1),,,,,160 sqft,,160 sqft,,
26722090,,,Commercial and office space,,"To be built, New",,Commercial (1),,,,,"17,000 sqft",,"8,500 sqft",,
26726040,,,Offices only,,,,Office (1),,,,,,,112 sqft,,
26728842,,,Commercial and office space,,,,Commercial (1),,,,,,,"1,200 sqft",,
26730881,,,Commercial only,,2006,,Commercial (1),,,,,,,100 sqft,,
26761918,,,Commercial only,,,,Commercial (1),,,,,828 sqft,,"1,000 sqft",Other,
26773278,,,Commercial only,,,,Commercial (1),,,,,,,"3,250 sqft",,
26801197,,,Commercial and office space,,,,Commercial (1),,,,,,,800 sqft,Office,
26818963,"5,700 sqft",,Commercial only,,1975,,Commercial (1),,,,,,,"1,200 sqft",,
26845827,"14,058 sqft",,Commercial and office space,,1955,,Commercial (1),,,,,"2,000 sqft",,"5,000 sqft",Dealer,
26846127,,,Offices only,,1950,,Office (1),,,,,,,"4,320 sqft",office,
26864984,,,Offices only,,Unknown age,,Office (1),,,,,,,230 sqft,,
26872540,,,Offices only,,2017,,Office (1),,,,,,,270 sqft,,
26875974,,,Offices only,,2011,,Office (1),,,,,,,100 sqft,,
26877534,,,Commercial and office space,,,,Office (1),,,,,,,467 sqft,,
26890005,,,Commercial only,,,,Commercial (1),,,,,"1,250 sqft",,"1,250 sqft",,
26890106,,,Offices only,,2017,,Commercial (1),,,,,,,"1,500 sqft",,
26898223,,,Commercial and office space,,,,Office (1),,,,,,,217 sqft,,
26900694,,,Commercial and office space,,2016,,Commercial (1),,,,,805 sqft,,805 sqft,,
26905018,"80,191 sqft",,Commercial and office space,,1989,,Commercial (1),,,,,"18,242 sqft",,"2,750 sqft",,
26911679,,,Offices only,,,,Office (1),,,,,,,232 sqft,,
26922797,"54,209 sqft",,Commercial and office space,,2000,,Office (1),,,,,"10,450 sqft",,"3,850 sqft",,
26922958,,,Commercial and office space,,1989,,Office (1),,,,,,,"1,800 sqft",,
26939910,,,Commercial only,,,,Commercial (1),,,,,,,"1,100 sqft",,
26942578,,,Commercial and office space,,,,Office (1),,,,,,,600 sqft,,
26985607,,,Commercial and office space,,2003,,Commercial (1),,,,,,,"4,700 sqft",,
26991761,,,Commercial and office space,,,,Commercial (1),,,,,,,"1,300 sqft",,
27000862,,,Commercial and office space,,,,Office (1),,,,,,,"28,000 sqft",,
27000934,"79,367 sqft",,Commercial only,,,,Commercial (1),,,,,,,"2,250 sqft",,
27009115,,,Commercial and office space,,1984,,Commercial (1),,,,,,,"4,800 sqft",,
27013489,,,Commercial and office space,,,,Commercial (1),,,,,"1,430 sqft",,"1,430 sqft",Other,
27018600,,,Commercial and residential,,,,Commercial (1),,,,,,,600 sqft,,
27032545,,,Offices only,,,,Commercial (1),,,,,,,"1,000 sqft",,
27034505,,,Offices only,,,,Office (1),,,,,,,"1,000 sqft",,
27037756,,,Offices only,,2013,,Office (1),,,,,,,"1,250 sqft",,
27084096,,,Industrial and offices,,,,Industrial (1),,,,,,,"13,200 sqft",,
27086878,,,Commercial and office space,,,,Office (1),,,,,,,"2,000 sqft",,
27108984,,,Commercial only,,,,Office (1),,,,,,,"3,200 sqft",,
27114967,,,Offices only,,,,Office (1),,,,,214 sqft,,214 sqft,,
27116286,"55,337 sqft",,Industrial and offices,,1998,,Industrial (2),,,,,"11,968 sqft",,"From 5,067 sqft to 14,056 sqft",,
27123655,,,Commercial only,,,,Commercial (1),,,,,,,"1,104 sqft",,
27129554,,,Offices only,,1926,,Office (1),,,,,,,984 sqft,,
27149769,,,,,,,Commercial (1),,,,,,,"3,240 sqft",Church,
27149863,"48,716 sqft",,Commercial and office space,,1975,,Commercial (1),,,,,,,"2,640 sqft","Daycare centre, Health centre, Massotherapy, Fitness centre, Pharmacy, Beauty salon, Coffee/Donuts, Travel agency, Clinic",
27156336,,,Commercial only,,"To be built, New",,Commercial (1),,,,,,,"3,883 sqft",,
27158123,,,Commercial only,,,,Commercial (1),,,,,,,"1,200 sqft",,
27160955,,,Industrial only,,,,Industrial (1),,,,,"1,230 sqft",,"1,230 sqft","Garage, Cabinet making, Body shop, Furniture repair",
27162926,,,Commercial and office space,,1996,,Commercial (1),,,,,,,"1,234 sqft",,
27166519,,,Commercial and office space,,2008,,Commercial (1),,,,,"2,133 sqft",,"2,133 sqft",,
27167293,,,Commercial only,,1890,,Commercial (1),,,,,,,750 sqft,,
27172861,"5,038 sqft",,Offices only,,1958,,Commercial (1),,,,,,,"3,300 sqft",,
27175419,"70,000 sqft",,Commercial and office space,,"2016, New",,Commercial (1),,,,,,,"1,560 sqft",,
27175742,,,Offices only,,", Historic",,Commercial (1),,,,,,,"2,599 sqft",,
27177748,,,Commercial only,,,,Office (1),,,,,,,250 sqft,,
27186587,,,Offices only,,1947,,Office (1),,,,,,,"1,650 sqft",,
27190375,,,Offices only,,1974,,Office (1),,,,,,,"3,200 sqft",,
27190528,"15,000 sqft",,Commercial only,,"To be built, New",,Commercial (1),,,,,,,"3,238 sqft",Restaurant,
27190763,,,Commercial and office space,,1980,,Commercial (1),,,,,,,"1,175 sqft",,
27198875,,,Industrial and offices,,"To be built, New",,Industrial (1),,,,,,,"8,860 sqft",,
27200260,"6,848 sqft",,Commercial and office space,,1900,,Office (3),,,,,"2,568 sqft",,From 188 sqft to 580 sqft,,
27202423,"14,240 sqft",,Commercial and industrial,,1984,,Office (1),,,,,"4,768 sqft",,"1,857 sqft",Fitness centre,
27207420,,,Commercial only,,1954,,Commercial (1),,,,,,,"6,000 sqft",Other,
27216381,,,Commercial and office space,,2017,,Commercial (1),,,,,,,"1,314 sqft",,
27218442,,,Commercial and office space,,2015,,Office (1),,,,,,,"2,000 sqft",,
27224144,,,Commercial and office space,,1987,,Office (1),,,,,,,"1,543 sqft",,
