0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
mls_number,Lot area,Zoning,Use of property,Building style,Year built,Fireplace/Stove,Number of units,Residential units,Main unit,Potential gross revenue,Additional features,Building area,Parking,Available area,Type of business,Pool,Type of operation,Residential unit,Intergenerational
10287121, , ,Residential only,Detached,1958,Wood fireplace,Residential (2),"1 x 4 ½,  1 x 8 ½","4 Rooms, 1 Bedroom, 1 Bath/powder room","$21,000", , ,Driveway (3), , , , , , 
10287561,"225,205 sqft","Commercial, Residential", , , , , , , , , , , , , , , , , 
10290279,"3,396 sqft", ,Residential only,Semi-detached,1981,Wood fireplace,Residential (3),"1 x 2 ½,  1 x 6 ½,  1 x 7 ½","6 Rooms, 3 Bedrooms, 2 Bath/powder rooms","$32,640", ,"3,038 sqft","Driveway (1), Garage (2)", , , , , , 
10290373,"6,676 sqft",Residential, , , , , , , , , , , , , , , , , 
10292144,"118,217 sqft", ,Commercial and residential, ,1950, ,"Residential (1), Commercial (1)", , , , , , ,"1,012 sqft", , , , , 
10293325, , , , , , , , , , , , , , ,Escape and adventure games, , , , 
10294885, , , , , , , , , , , , , , ,Bowling alley, , , , 
10294932,"1,213,709 sqft",Other, , , , , , , , , , , , , , , , , 
10302691,"2,771 sqft", ,Residential only,Detached,1900, ,Residential (4),"2 x 3 ½,  2 x 4 ½","4 Rooms, 2 Bedrooms, 1 Bath/powder room","$30,000", , , , , , , , , 
10302862,"5,045 sqft", ,Commercial only, ,Unknown age, ,Commercial (1), , , , , , ,850 sqft,Restaurant, , , , 
10303115, , , , , , , , , , , , , , ,Dealer, , , , 
10304292, , , , , , , , , , , , , , ,Fast food, , , , 
10304328,"8,045 sqft", ,Residential only,Detached,1965, ,Residential (2),2 x 4 ½,"4 Rooms, 2 Bedrooms, 1 Bath/powder room","$15,600", , ,Driveway (4), , , , , , 
10304399,"44,055 sqft",Residential, , , , , , , , , , , , , , , , , 
10306705,"25,505 sqft",Residential, , , , , , , , , , , , , , , , , 
10307781,"32,948 sqft", ,Residential only,Detached,Unknown age, ,Residential (6),"1 x 1 ½,  3 x 6 ½,  2 x 7 ½","7 Rooms, 2 Bedrooms, 2 Bath/powder rooms","$43,200","Access to waterfront, Navigable body of water, Basement 6 feet or +", , , , , , , , 
10309628, , , , , , , , , , , , , , ,Shoe repair shop, , , , 
10310921,"40,171 sqft",Residential, , , , , , , , , , , , , , , , , 
10313902,"182,394 sqft",Residential, , , , , , , , , , , , , , , , , 
10316750,"44,268 sqft",Residential, , , , , , , , , , , , , , , , , 
10317395,"42,017 sqft",Residential, , , , , , , , , , , , , , , , , 
10319832,"3,000 sqft", ,Residential only,Detached,"1910, Century", ,Residential (2),"1 x 6 ½,  1 x Other","13 Rooms, 4 Bedrooms, 2 Bath/powder rooms","$26,400",Basement 6 feet or +,"1,219 sqft", , , , , , , 
10321306,"6,708,240 sqft",Residential, , , , , , , , , , , , , , , , , 
10324383,"34,205 sqft",Residential, , , , , , , , , , , , , , , , , 
10325174,"77,880 sqft",Residential, , , , , , , , , , , , , , , , , 
10326915,"7,649 sqft", ,Residential only,Detached,2002,Gas fireplace,Residential (3),3 x 6 ½,"6 Rooms, 2 Bedrooms, 1 Bath/powder room","$44,400",Basement 6 feet or +,"1,500 sqft","Driveway (3), Garage (3)", , , , , , 
10327231,"59,032 sqft", ,Residential only,Detached,Unknown age, ,Residential (2),2 x 5 ½,"5 Rooms, 2 Bedrooms, 1 Bath/powder room","$24,000","Waterfront, Navigable body of water",950 sqft,Driveway (6), , , , , , 
10330525,"7,526 sqft", ,Commercial and residential, ,Unknown age, ,Commercial (1), , , , , , ,"1,900 sqft",Restaurant, , , , 
10331034,"56,564 sqft",Residential, , , , , , , , , , , , , , , , , 
10331107,"11,041 sqft", ,Residential only,Detached,1900, ,Residential (2),"1 x 6 ½,  1 x 8 ½","8 Rooms, 3 Bedrooms, 1 Bath/powder room","$13,140", , ,"Driveway (4), Garage (1)", , , , , , 
10331136,"11,500 sqft",Residential, , , , , , , , , , , , , , , , , 
10332752,"95,779 sqft",Resort, , , , , , , , , , , , , , , , , 
10333210, , ,Offices only, ,1950, ,Office (1), , , , , , ,170 sqft,Office, , , , 
10336379,"94,150 sqft",Residential, , , , , , , , , , , , , , , , , 
10339457,"14,290 sqft", ,Residential only,Detached,"1900, Century", ,Residential (2),2 x 4 ½,"4 Rooms, 2 Bedrooms, 1 Bath/powder room","$9,600",Basement 6 feet or +, ,"Driveway (6), Garage (2)", , , , , , 
10339484,"39,509 sqft",Residential, , , , , , , , , , , , , , , , , 
10339905,"22,786 sqft", ,Commercial and industrial, ,2006, ,Commercial (1), , , , ,"7,000 sqft", ,"7,000 sqft", , , , , 
10340046,"1,575 sqft", ,Residential only,Semi-detached,1924, ,Residential (3),"1 x 6 ½,  1 x 7 ½,  1 x Other","12 Rooms, 5 Bedrooms, 3 Bath/powder rooms","$68,400",Basement 6 feet or +,"1,237 sqft", , , , , , , 
10340969,"10,000 sqft", ,Commercial only, ,Unknown age, ,Commercial (1), , , , ,"2,184 sqft", ,"2,184 sqft",Convenience store, , , , 
10342415,380 sqft, ,Residential only,Detached,2014, ,Residential (3),3 x 5 ½,"5 Rooms, 3 Bedrooms, 1 Bath/powder room","$36,840",Basement 6 feet or +,"1,228 sqft", , , , , , , 
10344594,"41,249 sqft", ,Commercial and residential, ,Unknown age, ,Commercial (1), , , , , , ,"2,500 sqft",Restaurant, , , , 
10345679,"10,160 sqft", ,Residential only,Detached,1956, ,Residential (2),"1 x 6 ½,  1 x 7 ½","7 Rooms, 3 Bedrooms, 1 Bath/powder room","$17,520",Basement 6 feet or +, ,Driveway (8), , , , , , 
10349177, , , , , , , , , , , , , , ,Seniors' residence, , , , 
10350915, , ,Residential only,Detached,1943, ,Residential (4),"1 x 3 ½,  2 x 4 ½,  1 x 5 ½","5 Rooms, 3 Bedrooms, 1 Bath/powder room","$26,448", , , , , , , , , 
10353152,"151,493 sqft", , , ,Unknown age, , , , , ,Basement 6 feet or +, ,Driveway (8), , , , , , 
10353304,"4,699 sqft", ,Residential only,Detached,1950, ,Residential (4),4 x 4 ½,"4 Rooms, 3 Bedrooms, 1 Bath/powder room","$20,160", ,"1,280 sqft", , , , , , , 
10353949,"20,214 sqft",Residential, , , , , , , , , , , , , , , , , 
10356241,"5,104 sqft", ,Residential only,Detached,1955, ,Residential (4),"1 x 3 ½,  2 x 4 ½,  1 x 5 ½","3 Rooms, 1 Bedroom, 1 Bath/powder room","$24,360", , , , , , , , , 
10357933,"66,160 sqft","Commercial, Industrial", , , , , , , , , , , , , , , , , 
10359435, , ,Commercial only, ,1994, ,Commercial (1), , , , , , ,766 sqft, , , , , 
10359446,"4,660,920 sqft",Resort, , , , , , , , , , , , , , , , , 
10360571, , ,Commercial and office space, ,2006, ,Commercial (1), , , , , , ,"4,200 sqft",Health centre, , , , 
10363406,"45,018 sqft",Residential, , , , , , , , , , , , , , , , , 
10366765,"86,639 sqft",Residential, , , , , , , , , , , , , , , , , 
10370140,"43,056 sqft",Residential, , , , , , , , , , , , , , , , , 
10370305,"6,285 sqft", ,Residential only,Detached,1927, ,Residential (3),"2 x 5 ½,  1 x Other","5 Rooms, 2 Bedrooms, 1 Bath/powder room","$60,840",Basement 6 feet or +,"1,745 sqft",Driveway (3), , , , , , 
10373156,"8,102,160 sqft",Other, , , , , , , , , , , , , , , , , 
10375112,"1,918 sqft", ,Residential only,Attached,1987, ,Residential (4),"2 x 4 ½,  1 x 5 ½,  1 x 7 ½","4 Rooms, 2 Bedrooms, 1 Bath/powder room","$41,760", , , , , , , , , 
10375766,"34,746 sqft","Residential, Resort", , , , , , , , , , , , , , , , , 
10375877,"3,343,556 sqft", , , ,1963, , , , , , , , , , , , , , 
10378276,"12,000 sqft",Residential, , , , , , , , , , , , , , , , , 
10378386,"60,747 sqft",Residential, , , , , , , , , , , , , , , , , 
10380864,"7,622 sqft", ,Residential only,Semi-detached,2008, ,Residential (3),3 x 4 ½,"4 Rooms, 2 Bedrooms, 1 Bath/powder room","$25,080", , ,Driveway (6), , , , , , 
10381937,"230,000 sqft",Industrial, , , , , , , , , , , , , , , , , 
10382731,979 sqft,"Agricultural, Other", , , , , , , , , , , , , , , , , 
10384050,"28,330 sqft",Commercial, , , , , , , , , , , , , , , , , 
10385064,"10,900 sqft",Residential, , , , , , , , , , , , , , , , , 
10386523,"5,722 sqft", ,Commercial and residential, ,Unknown age, ,"Residential (4), Commercial (2)", , , , ,"1,448 sqft", ,"From 900 sqft to 1,800 sqft", , , , , 
10386597,"15,000 sqft", ,Commercial and residential, ,1965, ,"Residential (1), Commercial (1)", , , , ,"1,374 sqft", ,"1,731 sqft", , , , , 
10388007,"4,500 sqft", ,Residential only,Detached,1966, ,Residential (4),"3 x 4 ½,  1 x 7 ½","7 Rooms, 3 Bedrooms, 2 Bath/powder rooms","$37,536",Basement 6 feet or +, ,"Driveway (2), Garage (1)", , , , , , 
10389021,"2,115 sqft", ,Residential only,Semi-detached,1930, ,Residential (2),"1 x 5 ½,  1 x 6 ½","6 Rooms, 4 Bedrooms, 2 Bath/powder rooms","$14,400", , ,Driveway (5), , , , , , 
10390296,"10,000 sqft",Residential, , , , , , , , , , , , , , , , , 
10390300,"3,420 sqft", ,Multi-family dwelling,Detached,1930, ,Residential (2),2 x 5 ½,"5 Rooms, 5 Bedrooms, 1 Bath/powder room","$38,760",Basement 6 feet or +,"1,122 sqft",Driveway (6), , , , , , 
10390548,"178,552 sqft",Residential, , , , , , , , , , , , , , , , , 
10390552,"6,300 sqft",Residential, , , , , , , , , , , , , , , , , 
10390647,"6,426 sqft",Residential, , , , , , , , , , , , , , , , , 
10392236,"28,906 sqft", ,Commercial only, ,Unknown age, ,Commercial (1), , , , , , ,654 sqft,Fast food, , , , 
10392806,"3,480 sqft", ,Residential only,Detached,Unknown age, ,Residential (2),2 x 5 ½,"5 Rooms, 3 Bedrooms, 1 Bath/powder room","$15,480",Basement 6 feet or +,"1,036 sqft",Driveway (4), , , , , , 
10393222,"3,876,840 sqft",Agricultural, , , , , , , , , , , , , , , , , 
10394437,"4,785 sqft", ,Residential only,Detached,1951, ,Residential (4),"1 x 1 ½,  1 x 2 ½,  1 x 6 ½,  1 x 7 ½","7 Rooms, 3 Bedrooms, 1 Bath/powder room","$39,120", , ,Driveway (3), , , , , , 
10395683,"13,271 sqft",Residential, , , , , , , , , , , , , , , , , 
10397055,"78,532 sqft", ,Commercial and residential, ,1958, ,Commercial (1), , , , , , ,11 sqft,Motel, , , , 
10397682,"3,337 sqft", ,Residential only,Detached,Unknown age, ,Residential (2),2 x 4 ½,"4 Rooms, 2 Bedrooms, 1 Bath/powder room","$10,260", , ,"Driveway (4), Garage (1)", , , , , , 
10399218,"3,990 sqft", ,Residential only,Semi-detached,1968, ,Residential (3),"2 x 4 ½,  1 x 9 ½","9 Rooms, 3 Bedrooms, 2 Bath/powder rooms","$30,900",Basement 6 feet or +, ,"Driveway (2), Garage (1)", , , , , , 
10399373,"53,489 sqft", , , ,Unknown age, , , , , ,Basement 6 feet or +, ,"Driveway (8), Garage (1)", , , , , , 
10401957, , ,Residential and commercial,Detached,Unknown age, ,"Residential (4), Commercial (2)","1 x 2 ½,  1 x 4 ½,  1 x 5 ½,  1 x 7 ½","4 Rooms, 2 Bedrooms, 1 Bath/powder room","$53,820", , , ,"From 300 sqft to 1,800 sqft", , , , , 
10403501,"18,494,601 sqft",Resort, , , , , , , , , , , , , , , , , 
10405630, , , , , , , , , , , , , , ,Restaurant, , , , 
10406505,"321,172 sqft", ,Commercial only, ,1976, ,Commercial (2), , , , , , ,From 11 sqft to 22 sqft,Restaurant, , , , 
10408295,"101,826 sqft",Residential, , , , , , , , , , , , , , , , , 
10408482,"173,773 sqft",Residential, , , , , , , , , , , , , , , , , 
10408940,"415,618 sqft","Commercial, Residential", , , , , , , , , , , , , , , , , 
10412750,"17,072 sqft", ,Commercial only, ,2003, ,Commercial (1), , , , ,"3,663 sqft", ,"3,663 sqft",Other, , , , 
10413245,"7,288 sqft", ,Commercial and office space, ,1961, ,"Commercial (1), Office (4)", , , , , , ,"From 264 sqft to 6,211 sqft", , , , , 
10415130,"86,047 sqft",Residential, , , , , , , , , , , , , , , , , 
10417672,"103,936 sqft",Residential, , , , , , , , , , , , , , , , , 
10417745,"80,080 sqft",Residential, , , , , , , , , , , , , , , , , 
10420085,"3,136 sqft", ,Residential only,Semi-detached,1951, ,Residential (2),2 x 5 ½,"5 Rooms, 3 Bedrooms, 1 Bath/powder room","$22,920", , ,Garage (1), , , , , , 
10420299,"1,732 sqft",Agricultural, , , , , , , , , , , , , , , , , 
10421085,"235,533 sqft",Residential, , , , , , , , , , , , , , , , , 
10422908,"62,875 sqft",Resort, , , , , , , , , , , , , , , , , 
10422951, , , , , , , , , , , , , , ,Machine Shop, , , , 
10423884,"43,055 sqft",Residential, , , , , , , , , , , , , , , , , 
10424117,"10,221 sqft", ,Residential only,Detached,1962, ,Residential (2),"1 x 5 ½,  1 x 7 ½","7 Rooms, 3 Bedrooms, 1 Bath/powder room","$15,780",Basement 6 feet or +,"1,651 sqft",Driveway (6), , , , , , 
10424558,"23,152 sqft", ,Residential only,Detached,1997, ,Residential (2),2 x 6 ½,"6 Rooms, 2 Bedrooms, 1 Bath/powder room","$19,200", ,"1,187 sqft","Driveway (6), Garage (2)", , , , , , 
10424904,"131,027 sqft",Residential, , , , , , , , , , , , , , , , , 
10425547,"6,824 sqft", ,Residential only,Detached,1968, ,Residential (2),"1 x 5 ½,  1 x 8 ½","8 Rooms, 4 Bedrooms, 2 Bath/powder rooms","$18,240",Basement 6 feet or +,"1,134 sqft",Driveway (3), , , , , , 
10425942,"28,606 sqft", ,Residential only,Detached,1980,Wood fireplace,Residential (2),"1 x 3 ½,  1 x 5 ½","5 Rooms, 3 Bedrooms, 2 Bath/powder rooms","$18,720",Basement 6 feet or +,"1,373 sqft","Driveway (2), Garage (2)", , , , , , 
10427005,"6,970 sqft",Residential, , , , , , , , , , , , , , , , , 
10427355,"68,029 sqft",Residential, , , , , , , , , , , , , , , , , 
10430365,"3,873 sqft", ,Commercial and residential, ,"1885, Century", ,"Residential (1), Commercial (1)", , , , ,"6,000 sqft", ,"6,000 sqft",Hotel, , , , 
10430544,"5,284 sqft", ,Residential only,Detached,1923, ,Residential (4),4 x 4 ½,"4 Rooms, 2 Bedrooms, 1 Bath/powder room","$21,300", , , , , , , , , 
10431061,"6,899 sqft", ,Residential only,Detached,2012, ,Residential (2),"1 x 3 ½,  1 x 7 ½","7 Rooms, 4 Bedrooms, 2 Bath/powder rooms","$22,224",Basement 6 feet or +, ,Garage (1), , , , , , 
10432509,"74,983 sqft","Residential, Resort", , , , , , , , , , , , , , , , , 
10433419,"9,894 sqft", ,Residential only,Detached,"To be built, New", ,Residential (4),4 x 5 ½,"5 Rooms, 3 Bedrooms, 1 Bath/powder room",$48, , , , , , , , , 
10434709,"13,533 sqft",Residential, , , , , , , , , , , , , , , , , 
10434885,"6,781 sqft", ,Residential only,Detached,2013, ,Residential (2),"1 x 3 ½,  1 x 4 ½","4 Rooms, 2 Bedrooms, 1 Bath/powder room","$20,400",Basement 6 feet or +, ,"Driveway (2), Garage (1)", , , , , , 
10435662,"17,735 sqft", ,Residential only,Detached,Unknown age, ,Residential (12),12 x 4 ½, ,"$103,056",Basement 6 feet or +, ,Carport (12), , , , , , 
10436676,"269,953 sqft",Residential, , , , , , , , , , , , , , , , , 
10436820,"20,540 sqft", ,Residential only,Detached,2000, ,Residential (2),"1 x 4 ½,  1 x 5 ½","5 Rooms, 3 Bedrooms, 2 Bath/powder rooms","$16,200",Basement 6 feet or +,"1,345 sqft",Driveway (30), , , , , , 
10438845,"21,345 sqft",Residential, , , , , , , , , , , , , , , , , 
10439522,"224,416 sqft",Residential, , , , , , , , , , , , , , , , , 
10439831,"2,395,800 sqft",Residential, , , , , , , , , , , , , , , , , 
10443380,"18,618 sqft",Residential, , , , , , , , , , , , , , , , , 
10443656,"11,847 sqft",Residential, , , , , , , , , , , , , , , , , 
10444956,"2,125 sqft", ,Residential only,Attached,1945, ,Residential (2),"1 x 5 ½, 1 x 10 ½","10 Rooms, 5 Bedrooms, 2 Bath/powder rooms","$35,400",Basement 6 feet or +, ,"Driveway (2), Garage (1)", , , , , , 
10446622,"24,972 sqft", ,Commercial and industrial, ,Unknown age, ,Commercial (1), , , , ,"4,758 sqft", ,"4,758 sqft", , , , , 
10447886,"5,600 sqft", ,Residential only,Detached,1934, ,Residential (4),4 x 3 ½,"3 Rooms, 1 Bedroom, 1 Bath/powder room","$21,240", , ,"Driveway (6), Garage (1)", , , , , , 
10449127,"160,290 sqft",Residential, , , , , , , , , , , , , , , , , 
10452642,"21,865 sqft",Residential, , , , , , , , , , , , , , , , , 
10452976,"7,235 sqft", ,Residential only,Detached,1986, ,Residential (6),6 x 6 ½, ,"$51,480", ,"3,701 sqft",Driveway (8), , , , , , 
10459917,"130,000 sqft",Agricultural, , , , , , , , , , , , , , , , , 
10461381,"29,595 sqft","Residential, Resort", , , , , , , , , , , , , , , , , 
10462086,"4,454 sqft", ,Commercial only, ,1974, ,Commercial (1), , , , , , ,224 sqft,Fast food, , , , 
10462771,"33,810 sqft", ,Commercial and residential, ,"1905, Century", ,Commercial (2), , , , ,"5,010 sqft", ,From 1 sqft to 2 sqft,"Inn, Restaurant", , , , 
10465437,"73,643 sqft",Residential, , , , , , , , , , , , , , , , , 
10466281,"4,901 sqft", ,Residential only,Detached,1958, ,Residential (11),"3 x 2 ½,  5 x 3 ½,  3 x 4 ½","3 Rooms, 1 Bedroom, 1 Bath/powder room","$78,900",Basement 6 feet or +, , , , , , , , 
10467962,"64,533 sqft",Residential, , , , , , , , , , , , , , , , , 
10468340,"4,950 sqft", ,Residential only,Detached,1961, ,Residential (2),2 x 4 ½,"4 Rooms, 2 Bedrooms, 2 Bath/powder rooms","$15,240",Basement 6 feet or +, ,Driveway (6), , , , , , 
10470585, , ,Residential only,Detached,2009, ,Residential (4),4 x 4 ½,"4 Rooms, 2 Bedrooms, 1 Bath/powder room","$31,560", , , , , , , , , 
10475486,"2,661 sqft", ,Residential only,Attached,1951, ,Residential (2),2 x 4 ½,"4 Rooms, 2 Bedrooms, 2 Bath/powder rooms","$19,560", ,"1,009 sqft",Garage (2), , , , , , 
10477719,"15,000 sqft",Residential, , , , , , , , , , , , , , , , , 
10478589,"102,734 sqft",Residential, , , , , , , , , , , , , , , , , 
10479427,"10,612 sqft",Residential, , , , , , , , , , , , , , , , , 
10480924,"4,198 sqft", ,Residential only,Attached,1981,Wood fireplace,Residential (3),"1 x 3 ½,  2 x 7 ½","7 Rooms, 3 Bedrooms, 2 Bath/powder rooms","$36,120",Basement 6 feet or +, ,"Driveway (2), Garage (2)", , , , , , 
10483505,"7,267 sqft", ,Residential only,Detached,1972, ,Residential (8),"2 x 2 ½,  2 x 3 ½,  4 x 4 ½","3 Rooms, 1 Bedroom, 1 Bath/powder room","$50,220", , , , , , , , , 
10484972,"8,097 sqft", ,Residential and commercial,Detached,1958, ,"Residential (4), Commercial (1)","2 x 3 ½,  2 x 4 ½","3 Rooms, 1 Bedroom, 1 Bath/powder room","$31,800", ,"5,226 sqft", ,"1,000 sqft", , , , , 
10485484,"534,966 sqft",Agricultural, , , , , , , , , , , , , , , , , 
10487210,"183,568 sqft",Residential, , , , , , , , , , , , , , , , , 
10487388,"7,612 sqft",Residential, , , , , , , , , , , , , , , , , 
10488784,"50,795 sqft", ,Residential only,Semi-detached,1954, ,Residential (6),"5 x 3 ½,  1 x 5 ½","5 Rooms, 3 Bedrooms, 1 Bath/powder room","$54,180",Basement 6 feet or +, ,"Driveway (1), Garage (2)", , , , , , 
10490071,"17,982 sqft", ,Residential only,Detached,1921, ,Residential (4),"3 x 4 ½,  1 x 6 ½","4 Rooms, 2 Bedrooms, 1 Bath/powder room","$18,600", ,"1,485 sqft", , , , , , , 
10491068,"5,000 sqft", ,Residential only,Semi-detached,1990, ,Residential (2),2 x 4 ½,"4 Rooms, 2 Bedrooms, 1 Bath/powder room","$15,300", ,"1,107 sqft","Driveway (4), Garage (2)", , , , , , 
10492691,"913,018 sqft",Agricultural, , , , , , , , , , , , , , , , , 
10493111,"451,630 sqft",Residential, , , , , , , , , , , , , , , , , 
10493613,"23,497 sqft",Residential, , , , , , , , , , , , , , , , , 
10495764,"417,488 sqft", , , ,1961,"Wood fireplace, Wood stove", , , , ,Basement 6 feet or +, ,"Carport (1), Driveway (6), Garage (1)", , , ,Vegetable farm, , 
10496560,"2,050 sqft", ,Residential only,Semi-detached,1962, ,Residential (3),"1 x 2 ½,  2 x 4 ½","4 Rooms, 2 Bedrooms, 1 Bath/powder room","$22,800",Basement 6 feet or +, ,"Driveway (1), Garage (1)", , , , , , 
10497037,"17,216,000 sqft", , , ,2005,Wood stove, , , , ,"Waterfront, Navigable body of water, Basement 6 feet or +", , , , , ,SAPIN, , 
10497380,"8,712 sqft", ,Residential only,Detached,1956, ,Residential (3),"1 x 2 ½,  1 x 5 ½,  1 x 8 ½","8 Rooms, 2 Bedrooms, 2 Bath/powder rooms",$950, ,"1,152 sqft","Driveway (2), Garage (1)", , , , , , 
10498511,"7,781 sqft",Residential, , , , , , , , , , , , , , , , , 
10498590, , , , , , , , , , , , , , ,Bronzage le Versailles, , , , 
10499127,"55,808 sqft", ,Commercial only, ,1989, ,Commercial (1), , , , , , ,"6,120 sqft", , , , , 
10500704, , , , , , , , , , , , , , ,Bar, , , , 
10501016,"5,005 sqft", ,Residential only,Detached,1961, ,Residential (2),2 x 6 ½,"6 Rooms, 3 Bedrooms, 1 Bath/powder room","$14,688", ,"1,216 sqft", , , , , , , 
10501595,"4,875 sqft", ,Residential only,Detached,1928, ,Residential (2),2 x 4 ½,"4 Rooms, 2 Bedrooms, 1 Bath/powder room","$23,700", , ,"Carport (1), Driveway (2)", , , , , , 
10502636,"43,600 sqft", ,Commercial only, ,1975, ,Office (1), , , , ,"5,148 sqft", ,800 sqft,Garage, , , , 
10509402, , , , , , , , , , , , , , ,Tanning salon, , , , 
10509638,"187,292 sqft", ,Commercial and industrial, ,Unknown age, ,Industrial (1), , , , ,"4,042 sqft", ,"6,943 sqft",Other, , , , 
10510053,"55,456 sqft",Residential, , , , , , , , , , , , , , , , , 
10510525,"101,740 sqft", ,Residential only,Detached,Unknown age,Wood fireplace,Residential (3),"1 x 4 ½,  2 x 9 ½","9 Rooms, 4 Bedrooms, 2 Bath/powder rooms","$40,200", , ,Garage (1), , , , , , 
10510618,"228,031 sqft", , , ,"Unknown age, Being converted",Wood stove, , , , ,"Waterfront, Non-navigable body of water", ,"Driveway (4), Garage (1)", , , , , ,"5 Rooms, 2+0 Bedrooms, 1+0 Bathroom/Powder room"
